2308 vloume (thousand),2360,3665,1536,1503,4721,2371,1537,1723,6509,8183,1533,2308 foreign investment (m),2308 investment credit (m),2308 dealer (m),MA20,MA60,MACD,RSI,slowk,slowd,taiwan_index,SP500
907407,0,0.012320636,0.008290382,-0.007812678,0.001683692,-0.007874016,0,-0.0049511,0.011515805,-0.013190731,0.003025226,10.89,0.42,0.21,190.96349,185.319875,4.259062505,63.32565796,60.99958718,75.4877918,0.007775771,0.000533063
1680976,-0.00322553,-0.006085558,0.019526682,-0.003938144,0.021849442,0.010582011,0.007194576,0,0.075901985,0.010693642,0.006032204,271.62,-3.74,-333.66,191.97071,185.75154,4.199406408,60.11961396,66.33316515,68.48450965,0.001547777,0.012741809
1941641,-0.006472629,0.012245204,0.007056646,0.005930571,0.052632306,-0.005235602,0,0.014926147,-0.007054361,0.031746992,0.0149931,498.31,20.74,86.78,193.40959,186.2231733,4.755248425,67.62225227,74.03223055,67.12166096,-0.010398721,0.005219386
1925495,-0.016286643,0.00806443,-0.01301337,-0.001965202,-0.012501394,0.1,0.00357119,0.009804075,-0.00177612,-0.017951465,0.007385814,33.44,0.22,25.54,195.160225,186.7827383,5.442631789,70.44046641,89.6383259,76.6679072,0.011861933,-0.004618958
3694079,-0.006622657,-0.020000212,-0.004056908,-0.009843269,-0.004745711,0.007177033,-0.003558482,-0.00485496,-0.00355856,-0.01044239,-0.014663327,73.41,-2.02,-28.12,197.03077,187.3502983,6.263499874,73.26027119,86.67537324,83.44864323,0.007451567,-0.008412372
2476053,0.059999857,0.008163614,-0.013237586,-0.008946798,-0.007950014,-0.019002375,0.010713571,-0.009756254,-0.00892817,0.021110654,-0.00297571,446.06,34.5,-62.88,198.949275,188.0857267,7.026560626,74.70405022,89.55793549,88.62387821,-0.000861382,-0.01118257
6881438,-0.003144385,-0.006072809,0.007224138,-0.009025436,0.011217531,0.021791768,0.010600802,-0.004925665,-0.018017201,0.036170464,-0.002984591,-60.32,10.67,17.32,201.227505,188.9650433,7.92692833,77.33925563,94.8055789,90.34629587,0.011114617,-0.011571124
2201883,-0.003154979,-0.006110346,0.039959015,0.003035162,-0.004753233,0.021327014,0.003497059,-0.009901146,-0.005504333,-0.022440749,-0.008983585,127.03,-0.95,-30.81,203.745545,189.964265,8.924620084,79.62512863,96.57799775,93.64717071,0.008785461,0.010517942
3057996,-0.003164287,-0.004098318,0.078817785,0.013117572,0.014331144,-0.004640371,0.013937137,0.014999708,-0.003689866,0.002550655,0.004532511,67.18,33.35,3.95,206.263585,191.019445,10.36979601,83.26175028,87.44797699,92.94385121,0.007280838,-0.023721411
4537719,0.034920363,-0.014403141,0.009131705,-0.009958815,-0.015698698,-0.016317016,0,0,-0.009258828,-0.002544166,0.061654744,-608.25,47.5,-97.09,208.949495,192.034655,11.61345014,84.17434594,75.40373012,86.47656829,0.002070973,0.002987408
3231978,0.018405307,0.012525963,-0.022624107,-0.004025306,-0.00319015,0,-0.013745564,0.004926712,0.014952568,-0.020410544,-0.042494563,77.19,41.58,-134.21,211.63541,193.0498667,12.37895066,82.55846819,65.15149644,76.00106785,-0.009774054,0.015976763
1883769,0.033132268,0.01030917,0.009259512,0.024243009,-0.011199581,0.04028436,0.006968177,-0.014706634,-0.011049212,0.013024414,0.02071268,171.43,1,7.78,213.841695,193.9931333,12.99068183,83.25098865,57.1102537,65.88849342,0.000856171,0.016110549
1568370,0.037900755,-0.00408159,-0.00458728,0,-0.003236609,0.097949886,-0.006919957,0.004975735,-0.020487116,-0.020567929,-0.037683751,152.77,1.49,-19.84,216.23983,194.9843617,13.09234834,78.23333504,48.91482201,57.05885738,-0.003550771,-0.004812627
2195662,-0.016853696,0.002049159,0.055299101,-0.009862689,-0.021104565,-0.037344398,-0.013937921,-0.0049511,-0.009505287,0,-0.001504269,452.4,0.54,-5.9,218.35019,195.8636783,13.21410246,79.35024349,36.54816025,47.52441199,-0.010029519,0.008253709
2339338,0.008571306,-0.008179874,0.001780789,-0.001990494,-0.008291072,0.079741379,0.007067466,0.009950412,0.042228642,0.0026243,0.006032204,197.78,-27.31,7.01,220.2687,196.7350017,12.81456164,72.17146721,29.74129326,38.40142517,0.016770776,0.005292893
3624596,0.022662771,-0.018556506,-0.06666685,0,0.003344857,-0.023952096,-0.007017868,-0.004925665,-0.031309961,-0.023556876,-0.01948862,773.33,-21.14,64.61,222.42702,197.6462933,12.31723751,71.39858412,37.06846831,34.45264061,-0.003182923,-0.009571699
1719217,-0.024930398,0.042016803,0.033333891,0.029940272,0.00999937,0.012269939,0.007067466,0.009901146,-0.001901057,0.013402883,0.022933581,711.76,-14.88,-24.55,224.297565,198.5575833,11.97853014,72.95799296,43.23069446,36.68015201,-0.000629079,0.017975535
1924137,0.017045209,0.010080537,0,-0.001938543,-0.006599671,0.036363636,0,-0.004902559,0,-0.010580498,-0.014945281,383.1,5.27,-15.31,226.16811,199.5568067,11.5001283,71.2836884,54.90186459,45.06700912,0.009473711,-0.013988025
1812701,-0.027932964,-0.031936213,0,-0.011649725,0.001659572,0.076023392,-0.007017868,0.004926712,-0.013332748,-0.00267341,0.006068812,108.13,26.91,-8.93,228.374395,200.7238983,11.0707818,71.97627195,68.62733074,55.58662993,-0.014424788,0.017405793
2026991,0.0114945,-0.006185502,-0.036866956,-0.013754329,0.013268499,-0.010869565,0,0.029411182,0.021234576,-0.00268615,0.013573975,456.14,-17.54,48.9,230.172995,201.7471017,11.37345014,77.75400424,60.08393356,61.2043763,0.003218489,0.008007136
1888364,-0.025568422,-0.018672002,-0.009569539,-0.01095512,-0.026187785,0.021978022,0.003534131,0.009523964,0.00567083,0.005381181,-0.01785725,-480.91,-12.52,-27.42,232.115485,202.8902133,10.63923245,62.49132818,49.9998759,59.57038006,0.004020927,0.008790686
909899,0.005831029,-0.008457018,-0.004830002,0.005034562,0.001680862,0.016129032,-0.007042577,0.018868227,-0.005638853,0.005346821,0.003029814,-25.54,-43.15,-1.49,233.62631,203.929405,10.01927121,63.19859758,24.99993795,45.0279158,0.003581162,0.016418713
1122721,-0.008695528,0.02558654,0.014562338,0,0.035235348,-0.028218695,-0.003545865,0,0.017016454,0,0.036254015,306.16,-27.75,-0.5,235.017225,204.9526083,9.381108181,62.5634375,28.11357404,34.3711293,0.010581645,-0.006306908
625412,0,0.022869222,-0.009569539,-0.00200246,0.09886467,-0.021778584,0.003558482,0,0.013010544,0,-0.002914982,233.56,-35.61,4.73,236.456105,205.9997933,8.888991751,63.74077299,46.12575993,33.07975731,-0.000760888,-0.006623139
1214189,-0.005848078,-0.008130425,0.033816999,0.003010783,0.06637299,-0.005565863,0,0.01851881,0.011008666,0.018614345,0.023390971,503.66,0.25,-28.92,237.82304,207.0549733,8.823000911,67.74634069,66.95899501,47.06610966,0.014901137,-0.001527803
660029,-0.011764958,0.006147912,-0.028037843,0.00100129,-0.066390204,-0.024253731,-0.003545865,0.004545042,-0.019962791,-0.01044239,0.100001148,157.9,6.89,-31.94,239.165995,208.1501217,8.747277022,68.42926535,87.65490045,66.91321846,0.003052214,0.000134928
1667296,0.01190502,-0.008146984,0.004807773,0.032000748,0.002963295,0.015296367,0.007116965,0,0.037035312,0.031663239,0.001299796,426.4,0,153.99,240.413025,209.3012267,8.93260928,71.36712353,89.41185349,81.34191632,0.011505152,-0.016329823
1895414,-0.011764958,0,0,-0.015504227,-0.008863618,-0.003766478,-0.003533336,-0.018099835,0,0.030691448,-0.015564273,388.98,-19.2,77.06,241.276355,210.4523317,9.20558459,73.16031644,83.822496,86.96308331,0.006576285,0.004727277
2553353,0.053571952,0.098562905,0.095694399,0.003936053,0.028316007,0.013232514,-0.003545865,0.009216739,-0.005356902,-0.002481031,0.036889934,212.8,-2.15,136.32,242.547365,211.73933,9.467589923,74.31516413,79.09968666,84.11134538,-0.001126664,-0.002195683
5052768,0.016948907,-0.007476555,0.052401696,-0.00195927,-0.005796233,-0.024253731,0.003558482,-0.004565798,-0.003590502,0.007461606,0.002540884,-157.61,231.92,137.01,244.89754,213.3940433,10.44496972,79.71888254,79.39857713,80.77358659,0.015408663,0.005218945
9123977,-0.019444563,0.005649656,-0.016597781,-0.029469687,-0.029154715,-0.017208413,-0.003545865,-0.02293565,-0.032430962,-0.027161723,-0.039290254,-588.55,466.37,-210.42,248.015115,215.3445267,12.73691149,85.75351273,86.17360996,81.55729125,0.016428947,0.00344579
7787513,-0.022662771,0.005617917,0.016877917,0.011132511,0.001501669,-0.013618677,0.003558482,0.037558268,0.016758991,0.098986499,0.098945822,-904.08,62.52,182.81,250.9888,217.19109,15.76483498,88.76702073,85.27743136,83.61653948,0.006036621,-0.018589538
9708435,-0.002898303,-0.016759993,0.004149445,-0.006005617,0.013493187,-0.009861933,0,0.018099835,0.001831417,0.099307259,0.099639311,-1559.61,108.43,-222.74,253.98647,219.0776233,17.49834728,82.50233547,81.81168642,84.42090925,-0.003638163,-0.003025607
5137076,0.05813952,0.013257839,-0.008264597,-0.00100734,0.010354635,-0.027888446,0.003545865,-0.017778055,-0.021936834,0.088231312,0.098252681,-396.57,17.81,-256.01,257.247935,220.9561633,18.88666891,83.14293166,76.26559343,81.11823707,0.017372119,-0.035287907
5913591,0.09890084,-0.024299202,-0.00833347,-0.003025068,-0.046852769,0.040983607,-0.007066672,-0.03167423,-0.020563699,-0.08300795,0.099403475,-416.05,26.69,127.24,260.461435,222.8107217,19.83567796,83.36160419,68.83353422,75.63693802,-0.003981616,0.011947307
5008356,0.025,0.019157292,0.01260525,0.017189768,0.00921763,-0.00984252,0.003558482,0,0.001908313,-0.002109335,0,-981.25,26.56,114.48,263.24327,224.56136,20.2383719,81.65067199,48.50450228,64.53454331,-0.005780792,-0.012129506
5878653,-0.019512091,0.030074864,0.037344149,-0.001988647,0.016743045,0.001988072,0,-0.009345943,0,-0.023203494,0.048823966,-483.79,15.91,10.4,265.761315,226.240055,19.82584127,74.51379998,26.84302024,48.06035225,-0.000281115,0.012318193
6052412,-0.05223912,0.003649597,-0.035999769,-0.003983103,-0.034431836,-0.029761905,-0.003545865,-0.018868227,-0.036188887,-0.043199318,-0.012068753,-855.67,-31.75,-26.73,267.751765,227.7988417,18.7793111,68.10327146,14.29154151,29.87968801,0.016997822,0.017799314
7508329,-0.013123363,0.021818341,-0.00829889,-0.003000866,-0.003101123,0.028629857,-0.007117765,-0.014422802,-0.011857167,0.038378701,0.099476174,-1420,-10.98,167.96,269.478425,229.389605,16.98014916,59.60693826,19.77655708,20.30370628,-0.00448374,0.022047038
3222538,0.061170682,0.008896703,-0.008368338,0.003009899,0.010886064,0.067594433,-0.007167985,0.004878646,0.001999908,0.056518085,-0.041269573,-356.62,3.23,78.25,271.756655,230.8524667,15.72139551,61.90984583,29.40958862,21.15922907,0.021990766,0.019460191
3843278,-0.030075289,-0.017636499,-0.029535483,-0.033001036,-0.04769124,-0.048417132,-0.007220548,-0.029126665,-0.045910255,-0.078186819,-0.059603013,238.55,19.54,-54.34,274.20275,232.4272417,14.59429,62.16791847,41.83755594,30.34123388,-0.008341087,-0.000287712
3901243,0.023255479,0.026930076,0.034782273,0.001034426,-0.014539511,0.025440313,-0.007272245,0.004999548,-0.010459792,0.06250029,0,-317.24,40.96,71.15,276.289125,233.9620483,13.88925759,64.49930056,46.24170475,39.16294977,-0.004525243,0.011699872
5235523,0.090909435,0.041957961,0,-0.00206452,0.00655639,0.011450382,0.003662759,0,0.029596997,-0.01470813,0.028169787,-1138.39,-50.34,-1.78,278.519395,235.6487367,12.56642869,57.69258098,54.29734814,47.45886961,-0.018040904,-0.001399803
2388422,0.004629728,-0.020134369,-0.01260525,0.009315056,0.013029077,-0.01509434,0.007298785,0.009950412,0.016430702,-0.025587157,0.04452023,635.03,-35.32,52.82,280.17411,237.26348,11.73116926,60.23473297,39.29726513,46.61210601,0.002720506,0.007651888
3594845,0.009216292,0.022260403,0.012766171,-0.015384716,-0.011253604,-0.007662835,-0.003622949,-0.004925665,0,-0.010939376,0.016394091,-836.66,-45.95,-102.22,281.708915,238.8542417,10.44568031,55.08590183,31.69180851,41.76214059,-0.018187492,-0.009978559
3954146,-0.013698436,0.046901028,0.050420132,-0.002081725,0.001626199,-0.011583012,0,-0.0049511,0.020201079,0.050886899,0.1,186.3,-186.01,-82.95,283.02789,240.3810533,9.204707706,53.94002559,22.57001804,31.18636389,-0.018005459,0.013610366
3184794,-0.067129821,-0.020799781,-0.043999901,-0.006262636,-0.017857447,-0.02734375,-0.003636123,0.004975735,-0.013860753,0.016839673,0.07184765,660.96,-4.03,44.42,283.963165,241.8678983,8.127538772,53.94002559,22.7336036,25.66514338,0.017953127,0.011648048
4956705,-0.062034746,0.014705724,-0.037656658,-0.015756375,-0.011569818,0.012048193,-0.003649392,0,-0.036147114,-0.047616588,-0.094391055,-44.35,192.1,-112.62,284.92242,243.3147733,6.808378624,49.92531619,27.35121499,24.21827888,0.022709796,-0.004791958
2445423,0.060846454,-0.04991964,-0.013043689,0.008535811,-0.023410491,-0.003968254,0.003662759,0.009901146,-0.008332969,-0.078263109,-0.09969839,261.92,32.49,26.51,285.378065,244.7296717,5.888561657,51.85484062,29.92519583,26.67000481,0.000715099,-0.011563832
3522269,0.072319431,0.020339131,0.022025883,0.003175524,0.035957519,-0.003984064,-0.003649392,0.004901516,0.014705235,0.056605531,0.09899244,-408.98,-4.86,-13.76,284.706585,246.18454,5.177318602,52.64091196,38.09497807,31.79046296,-0.004127746,0.003946421
3403899,-0.004651262,-0.003322224,0.021552089,0.006328703,0.006612316,0.006,0.003662759,-0.004877609,0.024847982,0.098214079,0.099237531,-241.4,12.5,-19.4,283.315665,247.6553967,4.408033375,50.85253424,41.26957336,36.42991575,0.006123689,-0.006792541
2652751,0.002336749,-0.004999947,0.012658437,-0.002094817,-0.00985332,0.007952286,0,0,0.012120647,0.004064457,-0.001388664,1013.97,-3.73,-4.15,281.900765,248.91042,3.984651122,53.4094542,36.07479063,38.47978069,0.035430694,0.005635917
7868114,-0.037296329,-0.011725524,-0.00833347,0.012604208,-0.006632509,-0.009861933,0.007298785,0,-0.009979581,-0.036436242,0.040332848,-2836.7,-8.88,-24.21,281.25327,250.49319,3.110137378,47.62781334,56.29710093,44.54715498,0.003802646,0.016161718
11596918,0.099273929,0.040678261,0.0084035,0.019708623,0.02170352,0.017928287,0.007246713,0.024509666,0.044352777,0.037814043,-0.029411053,2244.75,-8.09,474.8,280.869565,252.1558967,3.843451825,60.93860757,67.45113118,53.27434091,-0.005061338,-0.001584416
6300136,-0.050661161,0.017915117,-0.012500204,0.004070354,0.04411742,0.074363992,0.014388344,0,0.013512912,0.050608463,0.028925088,372.71,7.34,83.57,280.27003,253.6667217,4.87157281,64.2830009,79.98194197,67.91005803,0.004208947,0.002396925
3105093,0.013921414,-0.024000087,-0.021097396,-0.00304039,0.009389078,0,0,0.014353785,0.015237426,0.098263743,0.001338472,-471,-38.4,18.97,280.03022,255.2335033,5.162435999,59.24085654,71.17119909,72.86809075,0.002025574,-0.00459549
3160669,0.02059467,0.003279003,0.012931253,0,0.018605113,-0.018214936,0.007092527,-0.014150669,0.026269213,0.049123114,-0.013368172,89.4,-114.68,-276.02,280.19809,256.7523233,5.408014442,59.80674184,67.06089297,72.73801135,-0.014040284,0.011271168
3051566,-0.026905451,-0.014706071,-0.017020682,0.015243995,-0.015220805,0.001855288,0.01056347,0.004784256,-0.012796486,-0.043479017,-0.021680789,493.59,-118.17,56.94,280.413925,258.1112667,5.691832145,60.97369349,47.10601367,61.77936858,0.014781777,0.001791151
3434341,-0.013825178,-0.003316715,-0.004329074,-0.007006907,-0.015456058,0.007407407,0,-0.014285439,0.003703531,-0.020979682,-0.008310299,-1548.79,3.23,97.72,280.437905,259.4302417,5.160635962,53.45279421,33.84274761,49.33655142,-0.030292642,-0.000624147
3749276,-0.021027739,0.014974883,0,0.002016712,0.00941856,0.011029412,0.006968177,0,-0.003689866,-0.010712774,0.001396423,-43.29,-1.77,-373.66,279.766425,260.5653583,4.723904639,53.79376321,10.92604701,30.6249361,-0.000433752,0.008836235
6079608,-0.023866344,-0.02295058,0.008694895,-0.020120118,0.043545886,0.016363636,-0.013840693,0,-0.005555297,0.050541814,0,-2536.28,-35.62,-43.15,279.23884,261.8523583,3.256595431,44.0608521,20.37051623,21.71310362,0.016608264,-0.001935595
3948548,0,-0.035234879,-0.025861616,0.006159757,-0.038747808,0.053667263,0,0.004830481,-0.020487116,-0.003435935,-0.030682662,1062.72,4.61,-26.87,279.142915,263.01945,2.643802228,49.3480903,23.99005939,18.42887421,-0.018833277,0.002787137
2924850,0.002444778,-0.033043494,0.013274555,0.026529591,0.004651685,-0.003395586,0.003508539,0.014423824,0.015208459,0.024138055,-0.014389051,-40.46,11.27,92.81,278.447455,263.9946917,2.210082172,50.026275,28.6412748,24.33395014,-0.003217571,-0.00794922
3582365,-0.03414655,-0.00899271,-0.008733766,-0.020874456,0.003085145,-0.039182283,0.006993332,0,-0.016853205,0.099326346,-0.011678415,-1024.24,-16.58,-2.41,277.775975,264.8020633,1.23291595,44.85219463,19.61327642,24.08153687,-0.002215042,-0.001285116
3374659,-0.010100688,0.016333762,-0.004405358,-0.008122018,-0.023076302,0.008865248,0,0.004738907,-0.009523391,-0.071974737,-0.050220862,-585.2,12.1,-32.49,276.96061,265.4975217,-0.005856628,41.39417298,7.340457249,18.53166949,0.002084688,-0.00126496
3049794,-0.007652951,-0.021428723,-0.035397899,0.002047675,-0.00314996,-0.010544815,-0.003471992,0.018868227,-0.009614958,-0.014852776,0.003109914,-764.7,-30.3,-64.94,275.809505,266.00113,-1.320682362,38.96765156,7.376699418,11.4434777,0.003695179,-0.004359267
4621255,-0.025706935,-0.012773589,-0.013761689,-0.001021745,-0.003159914,0.007104796,-0.003484872,0.00462921,0.007766643,0.030149931,0.037209505,-337.81,-26.35,-40.5,274.970155,266.4487817,-2.871419534,35.48313261,12.31100833,9.009388334,0.016836071,0.012921214
3423253,0,0.009242046,0,-0.00715736,0.011094757,-0.015873016,0.003497059,0,0.007706787,0.040651396,-0.01943184,-822.83,-8.22,0.01,274.802285,267.0003533,-3.938877779,36.78757017,42.95495504,20.8808876,0.004673798,0.001772848
4289887,0.013192609,0.023809663,0.004651239,0.012357587,0.010971369,0.001792115,0,0.013825598,0.015295693,0.006249107,0.010670531,798.62,3.38,64.12,274.610435,267.511955,-3.467709421,49.00204201,67.19829528,40.82141955,-0.000359885,0.005757639
4014581,-0.007812944,-0.010733338,0.013888159,0.005087943,-0.003101123,0.007155635,-0.006968961,0.013636091,0.001883157,0.074533259,0,-281.15,5.64,-32.15,274.29868,267.9676017,-3.020783677,49.32159376,83.45124061,64.53483031,0.003928162,-0.0035111
2454334,-0.028871173,-0.003616598,-0.004565345,-0.004049749,0.001555385,0.028419183,0.003508539,-0.01345265,-0.003759236,0.040462723,0.013573975,-990.4,3.05,-14.86,274.058865,268.463215,-2.980547454,46.49758445,79.97901796,76.87618461,-0.005966962,-0.003906282
2489064,-0.005405521,0.009074312,0.009173512,0,-0.004658909,-0.003454231,0,-0.004546008,-0.005660131,0.011112426,-0.008928625,196.55,-89.68,9.52,274.226735,269.0387667,-2.570712835,49.60501227,81.81740979,81.74922278,0.004441342,-0.002073117
1957889,0.008152059,-0.00899271,-0.004545531,-0.004064058,0.003120477,-0.022530329,0.003497059,-0.018265133,0.0037949,0.098901256,0.021020645,124.39,0,-51.71,273.675165,269.6383017,-2.067278728,50.96806108,83.83446144,81.87696306,-0.01335966,0.000745811
2810723,0.016172857,0.016333762,-0.009131632,0.004080642,0.017107604,-0.005319149,0,0.009302477,0.001890277,0,0.050000813,-252.58,25.92,132.68,272.572025,270.2298417,-1.343198118,53.66727852,69.84983948,78.50057024,0.007403748,0.003536576
3221893,-0.018567751,-0.021428723,-0.013825108,-0.013210886,-0.024464371,-0.019607843,0,-0.013824618,-0.00188671,0.099998701,-0.01400615,-1355.85,205.97,-14.68,271.94851,270.893325,-1.14320222,49.96465463,61.30295786,71.6624196,-0.000718379,0.008722516
1207762,-0.005405521,-0.014598387,0.051401747,-0.002060327,-0.012538943,-0.003636364,0.024390187,0.009345943,0.0132359,0.075001181,-0.018465785,264.61,10.33,-4.88,271.324995,271.5328283,-0.667396861,52.77184063,58.74299617,63.29859784,-0.008992069,-0.002227362
1616473,0.013586958,0,0.013333554,-0.00619155,-0.011112351,-0.010948905,0.017006436,-0.013888615,-0.005600663,-0.056026157,0.011578464,145.44,-0.86,5.76,270.485645,272.14835,-0.210483866,53.47463999,54.75371736,58.26655713,0.001747741,0.001341547
1560023,-0.005362046,-0.005555497,0,0.005191403,-0.004814268,0.014760148,-0.00334426,0,-0.001876091,0.024637216,0.001430383,65.09,-15.42,-36.69,270.006015,272.7239017,-0.041414325,51.41479708,45.86460367,53.12043907,0.015301236,0.006438838
1821693,0.002695765,-0.018622171,-0.030702255,-0.00206452,0.008063724,0.003636364,0.003355482,0.004694409,-0.003759236,0.028413505,-0.028572536,30.39,-6.53,-0.94,269.69426,273.20353,-0.023264521,50.16618591,49.80377993,50.14070032,0.010431206,-0.014754784
1603350,0.032258176,0.017078023,0.018099852,0.012421541,-0.00480054,0,0,0,0.013210928,0.001064758,-0.004411054,384.19,-94.75,-1.32,270.053985,273.8590217,0.297313981,53.41512249,66.66666667,54.11168342,0.004790613,0.00708254
1566216,-0.007812944,0.003731303,0.017778071,-0.004088989,-0.001606212,-0.003623188,-0.00334426,0.004672475,0.013034771,-0.016987115,0.031018637,-190.08,37.15,-8.06,270.269815,274.5704683,0.54509128,53.41512249,82.0691293,66.17985863,-0.007476336,0.005709901
2490683,0.005249457,0.009293581,0.004366883,0.004105778,0,-0.007272727,0,0.004651733,-0.00183815,0,-0.018624518,1057.68,60.3,179.77,270.221855,275.217965,1.077351087,57.06700152,73.1803408,73.97204559,0.008529541,0.014847364
2275890,-0.015665575,-0.020257613,0.008694895,0.00613457,0.017711961,-0.009157509,-0.006711718,-0.004630195,0.003683071,-0.014036891,-0.004378855,-786.53,0.71,52.86,270.917315,275.9613883,1.137742092,52.6243443,78.56495866,77.93814292,0.010173626,0.005491891
3113339,0.018567751,0.016917111,-0.017240781,-0.001016554,-0.006328168,-0.007393715,0.01351414,0,0,0.02190494,-0.011729778,1152.15,0.31,110.34,272.02046,276.6568483,1.74600351,58.43262749,75.63576052,75.79368666,0.004509593,-0.006554797
2298484,0.01041633,0.011090455,0.021929276,0.003052766,-0.00637014,-0.009310987,0,-0.004650744,0.020182555,0.00750161,0.029673241,-238.4,-18.41,1.09,273.363415,277.3443133,2.39396555,60.18488494,84.73947544,79.64673154,0.006605865,0.000415832
1588483,-0.007731849,0.034734942,0.004291918,-0.002028983,-0.004806552,0.02443609,-0.003333861,0,-0.00359696,0.037235407,0.027377426,-411.93,4.18,-13.98,274.970165,277.9358533,2.912605147,60.5431172,74.91017204,78.42846933,-0.004273787,0.002275603
1766301,0.023376846,0.003533532,-0.008547152,0.001016554,0.025764389,-0.005504587,0.003345013,0.009345943,0,0.09948576,-0.011219787,-294.03,-125.04,-108.41,276.600895,278.511405,3.170970585,58.83281651,75.49244523,78.38069757,0.000332263,-0.003753438
1752649,0,-0.01056327,0.008620835,0.002031043,0.098900646,-0.014760148,-0.003333861,0,0.019854694,0.026119584,-0.004256053,585.74,1.2,-9.87,277.05654,278.9270817,3.490299968,60.4375636,50.12584802,66.84282176,-0.002063501,-0.007190018
2365701,-0.045685704,-0.016014065,-0.051282029,0.017222422,0.10000075,-0.014981273,0.003345013,0.069444062,0.047789193,0.050909434,-0.008547057,-987.95,2.34,-156.14,277.53617,279.17489,3.088540367,51.74807335,32.90388427,52.84072584,0.002440429,0.008136403
1692600,-0.021276487,-0.025316568,0.01351374,-0.005975712,-0.057143792,0,-0.003333861,-0.030303058,-0.03378577,-0.065743596,-0.021551127,101.32,-26.25,16.12,278.207645,279.07097,2.815099764,52.66428048,18.41979003,33.81650744,0.012496168,0.013935576
1957160,0.0054349,0.001855268,0,-0.004007048,0.0468329,-0.019011407,-0.00334426,0.044642628,-0.015733574,0.005554764,-0.016153046,257.98,3.91,-29.38,278.855145,278.743225,2.530518098,52.13121956,38.33342021,29.88569817,0.004806541,0.000316731
1849671,-0.005405521,-0.011110993,-0.008889036,0.002012653,-0.00789562,0.013565891,0.003355482,0.012821177,0.024865674,-0.007365439,0.02985041,-162.82,0,-15.24,279.45468,278.5273933,2.584810888,55.97027798,57.14285714,37.96535579,0.006088418,-0.003010586
1199652,0.010869799,0.009363195,-0.008968759,0.003010783,-0.005304246,0.013384321,-0.00334426,-0.004219924,0.01213482,-0.011132065,-0.007246662,-90.43,1.19,8.66,279.934305,278.28758,2.674408819,56.90081185,75.90501945,57.12709893,0.003509762,0.003615803
1742897,0.032258176,-0.011131607,-0.013573955,0.025025883,-0.049333259,0.030188679,0.003355482,0.021186334,0.023971484,-0.009381478,-0.002919237,384.42,14.23,80.97,281.10939,278.18366,2.828913081,58.32373409,79.47629289,70.84138983,-0.007028453,-0.001488836
7208324,-0.002604501,-0.001876152,0.013760742,-0.00585899,0.012622661,-0.003663004,0.003345013,0.004149887,0.003344329,-0.001893671,0.007320931,1662.35,0.15,272.28,281.78087,277.9998033,3.644680088,65.98345511,72.01898766,75.8001,-0.006112041,-0.025677859
3204460,0.005222044,0.007518716,-0.018098918,0.011787041,-0.022161692,0.001838235,-0.003333861,-0.016529187,0.086666224,-0.013282819,-0.011628943,-688.39,-2.2,-116.55,282.02068,277.791965,3.744892073,58.11349312,43.52612359,65.00713471,0.011890996,0.009760662
4115092,0.012987013,0.003731303,-0.032258586,-0.021359203,0.005666362,-0.023853211,-0.00334426,-0.012604798,-0.06748484,-0.07019234,-0.052940038,-1451.82,-1.6,-120.71,282.57225,277.751995,3.168549986,50.18043371,27.55385698,47.69965607,0.015723454,-0.019311503
2550378,0.051282051,0.005576149,-0.009523969,0.007936692,-0.023943396,0.009398496,-0.003355482,-0.012765707,-0.004933989,0.07135533,-0.010869362,-401.84,22.95,4.13,283.24373,277.88789,2.986976556,53.59164725,21.61829602,30.89942553,0.001343593,0.016051736
1141153,0.014633937,0.003696818,0,0.001969072,0.018758092,0.001862197,0.026935746,0.025861555,-0.003305636,-0.017374049,-0.015699191,18.77,-11.32,-27.96,283.915205,278.01579,2.887203908,54.43172386,42.67662578,30.61625959,-0.001612307,0.013898237
2167850,-0.014422874,-0.011049607,-0.004807773,0.007856636,-0.007081467,0.06133829,0.003278471,0,-0.011608099,-0.025540708,-0.017544225,431.26,-18.72,24.63,284.75455,278.1916533,3.082217316,57.72781685,65.90704578,43.40065586,-4.95232E-05,0.001008805
2522977,0.004878153,-0.014897816,-0.009661002,0.011697226,0.024250799,-0.021015762,-0.006535515,0,0.013422205,-0.011089225,0.012986547,1030.76,-11.15,34.31,285.234175,278.24761,3.467707396,60.42525184,72.8816531,60.48844156,-0.019600197,0.010853304
4878911,-0.058252629,-0.013232376,0.009755248,-0.003854676,-0.012534768,-0.033989267,-0.009868504,-0.004201301,-0.024833317,-0.051986744,-0.032050952,464.94,-9.94,-0.69,286.121485,278.4954183,3.500643414,57.06400239,69.25737473,69.34869121,-0.016755553,0.003897472
3604897,-0.038659798,-0.011494131,-0.028985001,-0.0193418,-0.067701202,-0.046296296,-0.003322038,-0.004219924,-0.008488572,-0.012903615,-0.062913737,1115.05,26.04,-38.39,285.92963,278.4314667,3.792648061,60.23983528,41.57430888,61.2377789,-0.005334899,0.007399346
3831948,-0.018766873,-0.027131904,-0.028855785,-0.003943819,-0.048410604,-0.040776699,-0.010000082,-0.02542324,-0.005140336,-0.06644838,-0.024734537,-526.16,3.81,-83.03,285.23417,278.343535,2.830373092,46.38447338,24.18304394,45.00490918,0.008960165,-0.001113498
