2308 vloume (thousand),2360,3665,1536,1503,4721,2371,1537,1723,6509,8183,1533,2308 foreign investment (m),2308 investment credit (m),2308 dealer (m),MA20,MA60,MACD,RSI,slowk,slowd,taiwan_index,SP500
3674093,-0.021857812,-0.035856618,-0.010246071,-0.003961537,0.003178337,-0.006072874,0.003366779,0.008695789,-0.02925863,0.080511599,0.016303527,-682.67,-52.96,-98.29,284.49075,278.2715917,1.432028053,40.97195186,10.79730345,25.51821876,0.017102144,-0.00034516
3243776,0.016760137,0.041322318,0.007246284,0.001988647,0.004754896,0.00203666,0.003355482,0.025861555,-0.015956735,-0.033477077,-0.019606473,-725.61,-88.84,-27.04,284.32288,278.3675167,0.28188048,40.65268174,23.37908262,19.45314334,-0.002857391,0.001662455
2346431,0.008241639,0.039682543,0.032888314,0.011903984,0.028391052,0.042682927,0.003345013,-0.012604798,0.028827522,0.051396334,0.065453037,381.55,1.7,47.2,283.77131,278.4474533,0.18102776,49.54476267,35.35823741,23.17820783,-0.037856508,0.004710983
1249807,-0.013623977,-0.026717276,-0.011940289,0.007843325,-0.010735796,0.001949318,0.003333111,0.004254934,-0.003502473,-0.063761777,-0.034129336,-153.53,13.34,-36.63,282.812055,278.2236267,-0.359179102,45.36218525,30.4179698,29.71842994,-0.041051358,-0.000569275
3739189,-0.013812153,-0.041176858,-0.060422914,-0.027236968,-0.055813711,-0.056420233,-0.016611686,-0.033897954,-0.042177397,-0.090804844,-0.067137615,-1794.56,47.81,-80.62,281.51706,277.8878883,-2.040933435,36.28931933,26.33303087,30.70307936,-0.014605999,-0.0003204
4908413,-0.070028003,-0.018404716,-0.046087758,-0.043999966,-0.085386826,-0.055670103,-0.030404915,-0.06140355,0.011008666,-0.059924326,-0.073863107,-426.92,-3.67,-99.19,280.22207,277.5761317,-3.794416933,33.65341526,27.09899416,27.94999827,0.010018443,-0.004415808
3432328,0.08132542,-0.008333245,-0.011236138,0.002092654,0.00359107,-0.026200873,0.006968177,-0.023364361,-0.009073996,0.042496101,0.053169322,-379.82,7.74,15.25,278.83115,277.2483867,-5.163246262,33.4354742,39.86931578,31.10044693,-0.029898105,-0.001854894
2517562,0.052924421,-0.004201636,-0.011363823,0.010436988,-0.016100115,0.00896861,0,0.004784256,0,-0.049682369,-0.019418233,-652.39,18.09,-47.2,277.39227,277.0245617,-6.023807744,35.24210721,46.43214308,37.80015101,0.051588881,-0.007732849
2330447,-0.04761894,-0.099156396,-0.04827524,0.002066714,-0.079999466,-0.086666667,-0.020761429,-0.028570879,0.043954019,-0.099195546,-0.099998806,7.2,28.37,30.56,276.265145,276.6248717,-6.629389444,35.24210721,65.40743522,50.56963136,-0.000824973,0.001256288
2550405,0.036110992,0.004683792,0.064009686,0.030928016,0.098814926,0.090024331,0.014134933,0.049019332,0.005262926,0.099703661,0.099009288,-176.78,-18.67,47.08,274.634415,276.1052767,-6.416128502,42.48389694,80.72026487,64.18661439,-0.005597341,0.011351662
1441924,-0.008042782,-0.025640759,-0.00681102,0.002000578,0.017983839,0.042410714,0.003484088,0,-0.013960993,0.050066102,0.053053514,-59.08,0.39,-23.38,273.67516,275.8015133,-6.252442825,41.85386748,92.03793062,79.38854357,0.016188391,-0.024478847
2330619,0.002702471,0.031100655,0.01714314,-0.005987631,-0.030035024,-0.014989293,0,-0.004672475,-0.007079331,-0.05154711,-0.017111309,950.62,0.4,-4.18,273.48331,275.6096617,-5.4790339,48.07389556,93.16778822,88.64199457,0.002222419,-0.004750166
2500899,-0.013477092,0.011600802,0.029213262,0.010038786,0.036430158,0.010869565,0,0.009388818,0.007129805,0.024458717,0.027078822,613.26,-6.07,-4.64,272.90776,275.321885,-4.198476664,53.75634478,90.31788095,91.84119993,0.015753179,0.023790719
897780,0.03278701,0.077981303,-0.001092172,-0.005963829,0.019332492,0.025806452,-0.006944764,-0.009301488,0.007079331,0.070289971,0.007533637,-68.12,0.12,-5.16,272.52406,275.257935,-3.453430662,50.76498422,91.77295217,91.75287378,0.002893526,-0.008080844
1357905,0.018518634,-0.012765825,0.010929147,0.008000187,0.013792841,-0.002096436,0.006993332,0.014084226,0.029879341,0.013631376,0.042991223,477.05,-0.29,13.05,271.94851,275.1859917,-2.447739,54.19613926,87.75157917,89.94747076,-0.002528285,-0.013066204
865469,-0.018181929,0.004310299,-0.015134942,0.007936692,-0.001700871,0.023109244,0.003471992,0,-0.01706763,-0.01467038,-0.012544571,155.44,16.53,19.64,271.372955,275.39383,-1.631909477,54.19613926,94.56968919,91.36474017,0.016218307,-0.013417214
3330361,0.02116391,0.006437701,0.009878964,-0.005905125,0.005111308,0.026694045,-0.013840693,-0.01851881,0.010419851,-0.014888805,0.00725835,175.81,4.9,3.99,270.845365,275.449785,-0.706310739,56.64870958,87.49547253,89.93891363,0.011710725,0.019495976
1223400,-0.005180905,0.027718714,0.006522298,0.011880405,0.02542302,-0.004,0.010526407,0.023584783,0.063570906,0.021412789,0.016217224,-297.62,-38.48,-19.15,270.341755,275.5616983,-0.126120152,54.84159457,90.66665555,90.91060576,0.005504314,-0.005359272
1742238,-0.018229274,0.010373334,0.014038213,0.001957512,0.019835212,-0.002008032,-0.003471992,-0.009216739,-0.021000691,0.006164343,0.003545524,416.18,-1.73,12.96,270.60555,275.8174983,0.674234525,58.08180415,90.66665555,89.60959454,0.00015499,0.014154684
1164678,0.002652292,0.010267269,0.008520066,0.00585899,0.003241855,0,0.024390187,0.009302477,0.028051544,0.099263282,0.00883427,263.44,8.32,7.54,271.32499,276.1932067,1.370126828,58.78940024,97.55569517,92.96300209,0.004725885,0.006030283
1722333,-0.002645276,-0.024390412,0.00105642,0.009709479,0.016155201,0.006036217,-0.003401899,0.004608859,-0.011235464,0.025642036,-0.010507939,524.17,13.34,61.7,271.996465,276.6168767,2.01451166,59.88338985,90.95225362,93.05820145,-0.005725912,0.01039548
2789626,0.031830349,-0.008333245,-0.004220131,0.007690438,-0.014308357,0.004,-0.006825488,0.013761195,0.02272967,-0.013043881,-0.005310654,-123.26,11.07,-6,272.164335,277.15246,2.381630128,58.21900511,83.01555657,90.50783512,-0.003703183,0.001015399
1402618,-0.010282994,-0.006302453,0.005296699,-0.005724823,-0.012902975,-0.009960159,-0.003436198,0.004524478,-0.009526693,-0.046255809,-0.026689672,404.51,-0.11,11.04,272.61998,277.6640617,2.642117472,58.21900511,70.23752397,81.40177805,-0.000450716,0.006491959
1475318,0.005194916,0.002114142,-0.016859482,-0.011515571,0.004900792,-0.006036217,0.010344137,0,-0.008012471,-0.023093818,-0.012796843,627.56,30.17,7.22,273.890995,277.9198633,2.816093398,58.21900511,67.06330295,73.4387945,-0.006441125,-0.001569689
783839,0.012919895,-0.02320695,0.017148599,0,0.004878598,0.018218623,0.003413512,-0.013513255,-0.003230876,0.007091188,0.024073898,177.61,5.65,-5.6,275.329875,278.1277017,2.958573757,58.69699875,50,62.43360897,0.011375545,0.002879343
1599259,0.010203753,0.015118631,-0.009483391,0.001942308,-0.019417954,-0.009940358,-0.006803033,-0.004565798,-0.012965392,-0.007041257,-0.009041946,-4.72,355.18,-26.72,276.792735,278.4074833,2.845178326,55.29134231,39.64677257,52.23669184,0.00316448,-0.0147605
1108086,0.015151843,0.021276827,0.054255554,0.003875028,0.006601403,0,0.003424431,0,-0.009851776,0.003545594,0.005475403,49.27,0,7.67,278.231615,278.6393033,2.723912067,55.29134231,35.60640523,41.75105926,0.00916547,-0.000602739
865941,-0.007462579,-0.012499867,-0.009082508,-0.00772219,0.003279055,-0.002008032,0.003413512,-0.004587715,0.036482597,0.012957028,0.001814587,155.07,6.23,38.24,279.93429,278.92708,2.712645203,57.02635137,48.26071668,41.17129816,-0.003651427,0.007025121
2348008,-0.005012638,0.006329046,-0.014256441,0,0.016338261,0.018108652,0,0.018433478,0.022402377,-0.009303416,-0.028986272,710.61,82.45,86.14,281.30123,279.1668933,3.093774067,62.7364655,62.62657817,48.83123336,0.004781065,-0.007630837
1493928,0.007556566,0.002096414,0.002065937,0.01751066,-0.012861503,0.005928854,0.006802268,-0.004524478,-0.023476381,-0.018779125,-0.020520954,512.98,-0.16,96.94,282.54826,279.4306883,3.433647975,63.68142656,58.54710463,56.47813316,-0.00414419,-0.005467304
1270078,-0.010000214,0.014644195,0,-0.001912597,0.011401938,-0.003929273,0.00675707,-0.00909105,0.024040771,0.035885054,0.011426712,148.25,41.93,-35.49,283.43557,279.6305333,3.392974278,58.12581062,50.05956843,57.07775041,-0.01475644,0.005240233
3068928,-0.017676339,0.012371442,0.019588601,0.015326029,0.008050738,-0.017751479,0.003355482,-0.004587715,0.012518987,-0.024248389,-0.013182446,709.22,-116.81,6.59,283.675385,279.7264583,3.322441049,58.12581062,28.98374173,45.8634716,0.000736683,0.016631198
1814127,0.002570473,-0.002037071,0.016177591,-0.003774674,-0.025558623,-0.048192771,-0.010033533,-0.004607879,0.018546299,-0.047337904,-0.009540448,-1.76,8.04,-40,284.202975,279.8943283,2.80844788,50.15192701,22.02409541,33.68913519,0.015294383,-0.000868025
1814249,-0.01025663,0.036734745,0,-0.001892477,-0.003279055,0.006329114,0.00675707,0,-0.012139065,0.00745494,0.005779407,656.23,88.21,-37,284.49075,280.08618,2.52678431,52.69332802,16.66691487,22.55825067,0.004109776,-0.003157823
1606933,0.013262827,0.076771687,0.084577477,0.034155364,0.052632306,0.018867925,0,0.023148021,0.015360291,0.069048333,0.09961615,-406.41,19.24,194.61,284.49075,280.118155,2.277312461,52.69332802,16.13779377,18.27626802,0.005458997,0.003622539
3090795,0.0287963,-0.027422016,0.009173512,0.009173061,0.031248565,-0.004115226,0.003355482,0.004524478,0.004538376,-0.016147749,0.099304649,-1002.53,-84.68,34.57,284.562695,280.2300667,1.596776825,44.75456582,25.66138759,19.48869875,0.00502657,0.011825145
2419535,-0.025445712,-0.007519115,0.018182125,-0.005454194,0.100000159,-0.006198347,0.006689273,0.018018311,0.054217628,0.059790277,0.001584529,-7.67,162.54,89.5,284.82649,280.30201,1.427999596,51.33444281,40.7404887,27.51322335,0.000410438,0.014438278
1051371,-0.005221475,0.003787839,0.017857439,0.005484106,-0.041321191,-0.002079002,0.006644076,0.026549097,0.022856116,0.066371417,-0.02531712,224.24,14.85,3.26,284.99436,280.4858667,1.43253596,53.70943958,68.05518152,44.81901927,0.008936715,-0.000973538
1602227,-0.002624715,-0.009433864,-0.026316218,-0.018181292,0.068964165,0.054166667,-0.003300112,-0.025862472,0.099163512,0.099585984,-0.001623114,527.12,238.7,4.65,285.28214,280.6057733,1.611074297,56.56313782,82.49989431,63.76518818,-0.002338436,0.00147523
2192340,0.007894317,-0.013333193,-0.031531129,-0.016665585,-0.018816507,-0.023715415,-0.003311039,0.013274078,0.099111386,-0.024528713,-0.014633413,675.99,119.08,50.75,285.23418,280.59778,2.00042172,60.25698396,76.9445318,75.83320254,-0.000213956,0.00422064
1455398,0.036553597,-0.025096668,-0.023256194,-0.007533126,-0.039726169,-0.006072874,-0.003322038,0.008733766,-0.024278762,0.00193396,-0.034654467,-333.2,129.41,-11.67,285.330105,280.6057733,1.861799653,52.6762179,63.71982522,74.38808377,0.011811306,0.007719963
1976935,-0.025188815,0.017822015,0.019047937,0,0.052781678,-0.00610998,0,0.012986762,0.099526584,0.036680331,0.047864108,309.76,34.09,24.8,285.665845,280.7176867,1.846751599,54.36244712,61.77509433,67.47981712,-0.000349343,-0.000196183
1242598,0.018087618,0.007782018,0.014018922,0.015178595,0.098915725,0.004098361,0.006666222,0,0.09913797,0.035380554,0.068514214,541.73,53.17,62.21,285.977605,280.7896317,2.196527037,59.53819393,72.19173385,65.89555113,-0.003482373,0.003294582
770131,-0.007613812,0.023165776,-0.009216739,-0.003737416,-0.029592544,-0.010204082,0,-0.00854624,0.011764174,-0.030574934,-0.01526625,241.89,3.64,20.91,286.26538,280.9894767,2.407277285,58.81985052,83.33311615,72.43331478,0.000862712,-0.004087802
951570,0.002557587,0.02641522,0.027906472,-0.003751437,-0.01397736,0.004123711,0,-0.017241648,-0.067828457,-0.025974176,-0.020154889,488.33,-9.71,4.21,286.57714,281.1413583,2.544961642,58.81985052,72.91669381,76.14718127,-0.011452422,0.011094248
1276186,-0.01020425,-0.022615875,0,-0.003767563,-0.002577609,0.018480493,0,0.013157637,0.039499232,0.011428922,-0.004747656,-162.51,8.34,-18.74,286.57714,281.197315,2.470788854,55.70197317,48.86351835,68.37110944,0.008654428,0.003608749
1586934,0.012886813,-0.007751953,-0.022623881,0.001890906,-0.016795044,-0.008064516,0.003311039,0,0.030000776,-0.020716586,-0.019078018,-453.12,3.84,-45.35,286.72103,281.261265,1.887124262,46.9849678,38.44687883,53.40903033,0.001863107,-0.005306453
872164,0.050890361,0.011718572,-0.041667344,0.00377267,0.099867338,-0.008130081,0.019802157,0.004329534,0.099028763,0.061539722,0.037277652,232.41,57.2,0.92,286.960845,281.429135,1.752683635,52.52426416,43.77096799,43.69378839,-9.91734E-05,-0.006802362
4224145,-0.026634321,-0.015444049,0,-0.005638734,0.06810052,-0.010245902,-0.012944854,-0.021552518,-0.00883353,-0.030798343,-0.032811904,1509.21,0.85,134.42,287.920095,281.8288233,2.201291307,60.02162051,72.96300543,51.72695075,0.010559377,0.00930606
5820461,0.009950414,-0.009803842,-0.024154001,-0.009452521,-0.044741902,-0.008281573,0,0,-0.037433345,0.001868894,-0.01777096,1086.9,608.21,201.7,288.92731,282.0366617,3.752020495,70.66472824,77.84103561,64.85833634,-0.007704255,-0.009210671
5979621,-0.007389284,-0.0039602,0.019802304,0.02290132,0.039812183,0.020876827,0.006557679,0.008810717,0.079629957,-0.009327038,0.00164447,-270.5,73.27,8.94,289.886565,282.3324317,4.732919767,67.63492473,73.85236594,74.88546899,-0.00592336,0.010928711
2199356,0.044664716,0.001987973,-0.01456334,0.001866211,-0.015766354,-0.006134969,0.009771335,0,0.01372151,-0.011299778,-0.001641771,377.33,31.63,8.06,290.55804,282.572245,5.370976806,66.40844147,48.49287072,66.72875742,-0.014644237,0.001782224
3841411,0.007126011,-0.011904582,0,0.001862735,0.001144294,-0.008230453,0,-0.008733766,0.09983169,0.005713471,-0.01809248,-1668.74,84.39,38.41,291.011505,282.7074133,4.929665634,54.22888735,30.43762592,50.92762086,-0.003990589,-0.000214919
1895485,-0.035377459,-0.040160717,-0.014778566,-0.011153656,0.008000902,-0.008298755,-0.006451187,-0.013215607,0.016922313,-0.070075668,-0.030150931,-306.3,6.9,-69.07,291.75798,282.9242633,4.332951004,51.9574621,20.01240412,32.98096692,0.006503314,-0.000845531
1594206,0.002445029,0.01255211,0.034999546,0.018798441,0.082766178,0,0.003246537,0.013392599,0.022693468,0.018331573,0,109.55,0.92,94.85,292.645725,283.0283283,4.283541526,56.65052539,22.58321453,24.34441486,3.35755E-05,0.006762798
1830092,0,0.012396934,-0.014492002,-0.00184555,-0.028272124,0.00209205,0.003236032,-0.00880978,-0.057692815,0.063999135,0.020725514,103.32,1.63,-24.44,293.342495,283.092715,3.962274936,53.81961734,34.59942631,25.73168165,-0.009637556,-0.007194638
926013,-0.007317196,0.010203996,-0.00980408,0.009240885,-0.040587593,0.004175365,0.019355012,-0.004444986,-0.031395779,0.003758862,0.010152345,225.87,-81.47,-0.07,293.699165,283.1236733,3.743329604,54.63342403,27.23800587,28.14021557,-0.007681762,0.002748035
1307295,0.014742265,0.026262574,-0.004950576,-0.010988306,0.00570136,-0.006237006,0.012658102,0.008928716,0.008103356,0.020600217,0.005025997,-741.22,-26.91,-39.64,293.59408,282.9767317,3.139565259,49.89857082,19.3549138,27.06411533,-0.007796816,-0.006678338
2058779,-0.01210674,-0.023622095,-0.018905372,-0.003702808,-0.05895707,0.0041841,-0.006249587,-0.008849699,-0.083600853,-0.051376427,-0.025000963,-1035.14,2.34,50.9,293.321125,283.069605,2.085358263,44.1320376,10.38510322,18.9926743,0.015616374,0.000703539
1801806,-0.039215325,0.008064533,-0.01521323,-0.001859272,-0.026505523,0,-0.003144445,-0.013392599,0,-0.034817309,-0.02906029,-34.46,-110.69,26.78,293.28755,283.28224,1.235647844,44.1320376,14.90438051,14.88146584,-0.008929592,0.008165391
1949963,0.015305842,0.003999802,0.005149416,0.005586228,0.018563414,0.070833333,-0.006309437,0.013574395,-0.031579335,0.040080732,0.014085778,-534.9,-16.49,-32.45,292.96228,283.4296167,0.516886144,43.71359101,16.31697241,13.86881871,0.014835271,0.007373346
2086862,-0.0125625,0.023904436,-0.003074033,-0.009259969,-0.027945563,0.013618677,-0.006349499,-0.008928716,-0.038043643,-0.034681155,-0.019097613,-1022.87,-23.31,-2.3,292.397195,283.409125,-0.40274295,40.03413799,15.84178164,15.68771152,0.002884031,-0.010435666
1630063,-0.012722856,-0.003890859,0.009249474,0.007476817,0.052499916,0.046065259,0.003195396,0.013514213,0.016948383,-0.012974269,0.005308875,-497.08,-16.58,31.57,291.880505,283.4926967,-1.118660412,40.03413799,19.28005592,17.14626999,0.003995155,-0.008673895
2378047,-0.002577363,-0.019531491,-0.005090685,-0.011131009,-0.007126757,0.005504587,0,0,0.016667864,0.0090988,0.007042889,-771.65,-237.23,-4.74,291.31498,283.823785,-1.627863432,40.67752659,24.00938042,19.71040599,-0.001178514,-0.021449387
1484929,-0.018087618,-0.003983867,0.011386368,-0.001876715,-0.026315301,-0.025547445,0.006369002,0,-0.01093037,-0.007013035,0.001747969,-359.56,-108.23,14.01,290.8698,284.2589383,-2.086173908,39.75864407,28.55493368,23.94812334,-0.004365135,0.012173151
1015950,-0.021052979,0.006000115,0.019447654,-0.011277468,0.065110248,0.011235955,0.003165059,-0.008889028,0.099437308,0.023207667,-0.005234757,-214.39,-73.04,2.17,290.63871,284.6695283,-2.382514322,40.48265999,22.8441331,25.13614907,-0.002346762,0.014917933
1500256,0.016129304,-0.015904604,-0.006024424,-0.00570305,0.018454311,0.007407407,-0.006309437,-0.004484852,0.05802043,0.033531979,-0.005264067,-899.18,-3.99,-16.45,290.02086,284.9911683,-2.74336548,38.49013829,21.4016521,24.2669063,-0.009236981,-0.002530038
1544989,-0.010582186,0,-0.020201749,-0.005735761,-0.012457299,-0.036764706,-0.009523891,0,-0.024193334,-0.030533957,-0.029981072,-549.21,-56.02,-40.12,288.87237,285.255835,-3.267521054,35.22284904,12.24456979,18.83011833,-0.005568114,-0.008517302
1474328,-0.032085541,-0.026262574,-0.025773896,-0.001923631,0.099770377,-0.011450382,-0.025640767,0.004505057,0.024793164,-0.001970268,-0.020000402,-635.51,19.18,-71.35,287.05415,285.4251583,-3.913640424,32.27269107,17.42112309,17.02244833,-0.000420266,-0.002943435
1264513,-0.024861717,-0.010373785,-0.005290937,-0.003854676,-0.089676939,-0.015444015,-0.003289995,-0.01345265,-0.099999336,-0.054239109,-0.011131784,-193.76,5.04,-19.03,285.184915,285.553495,-4.219432631,35.59247914,15.1714493,14.94571406,-0.013811314,0.010554756
1685142,0.019829765,0,0.00744758,-0.001932742,0.099657322,0.031372549,-0.003533236,-0.004546008,0.026881463,0.027571557,0.007503474,-773.37,-3.32,-1.64,283.24155,285.5212283,-4.683621596,32.58260254,22.0556492,18.21607386,-0.007262937,-0.00078382
2055382,-0.005555649,-0.023060525,0.008446751,-0.005815629,-0.013541699,0.009505703,-0.017730309,-0.004565798,-0.057591444,-0.040247645,-0.024208413,-212.35,-124.67,-17.65,282.093935,285.4424533,-5.188715268,30.592492,34.55570845,23.92760232,-0.011709632,0.009911306
1701632,0.002793343,-0.010729524,-0.03141321,0.005849648,0.098204257,-0.060263653,0.003609766,0,-0.029629474,-0.066665934,-0.034351365,216.78,-170.19,7.15,280.238215,285.1508983,-5.135746319,38.66166782,32.22223075,29.61119614,0.009897751,-0.002125302
3730004,-0.022283917,-0.054229926,-0.004323826,-0.009690656,0.014423349,0.008016032,0.007194321,0,-0.034351205,-0.033410808,-0.007903867,-1557.59,3.67,-58.15,278.33366,284.8607967,-6.360239064,27.11804574,39.91459903,35.56417941,-0.0267956,0.001876733
3639151,0.034188009,0.009174329,0.02605783,0.009785484,0.09952596,0.019880716,-0.003571091,-0.009174455,0.069169973,0.058402056,0.045817311,-994.31,18.96,18.51,276.67328,284.6032517,-6.857551169,33.4152088,36.28220118,36.13967699,-0.002043309,0.001165398
2830747,-0.02203836,-0.015909238,-0.010581873,-0.021317798,0.099138004,0.025341131,-0.014337063,-0.020912177,-0.053605695,-0.054053867,-0.040001148,508.41,20.18,-28.28,274.671055,284.1920817,-7.013207648,35.80452709,45.51298207,40.56992743,0.024470779,0.000768887
2015400,0,-0.011547248,-0.01390378,0,-0.007843284,0.064638783,0.003636019,-0.004854784,0.050782302,0.04047655,-0.003967613,-955.48,9.03,-32.67,273.25485,283.926835,-7.522718477,32.08485248,50.57577838,44.12365387,0.004592685,-0.000492375
1634796,0.008450255,0.014018478,0.030368588,0.021782145,0.059288835,-0.005357143,0.003623608,0.01951185,0.098513114,0.045766018,0.031871346,294.84,-371.79,24.26,272.08282,283.5570867,-7.290785156,39.92608635,54.48598387,50.19158144,0.013504587,0.001446916
1258107,-0.002793343,0.062212233,-0.012631201,0,0.014925649,0.017953321,-0.003610525,0.023923526,0.028764767,-0.031729348,0.003862322,-310.34,-38.59,13.19,271.37472,283.325995,-7.181811925,38.55637031,75.81085618,60.29087281,0.001237837,-0.003628699
1652354,0.011204672,0.015184075,0.031982518,-0.003877086,-0.099264997,-0.003527337,0,0,-0.026315656,0.020340948,0.024999807,208.96,8.27,9.56,270.6422,283.0546433,-6.274416807,47.72930005,79.04679228,69.78121078,0.008377004,0.008834087
1611480,0.00277013,-0.053418811,-0.022726769,-0.009726308,0.008163417,0.001769912,0.003623608,-0.004672332,0.02026973,0.009966589,-0.026265928,-227.01,-30.69,-8.77,270.25152,282.8479683,-5.569904772,46.93498768,84.82964711,79.89576519,0.010841996,-0.000796711
1452542,-0.011049909,-0.018058731,0.004227842,0.009821838,0.016193793,0.038869258,0,0.009389502,-0.008278639,-0.028508738,-0.003854874,167.68,-68.36,52.43,269.88526,282.6494333,-4.759682467,49.2105843,81.17895623,81.68513187,0.005390158,0.000175085
946801,0.013966717,0.016092109,-0.001051973,0.011674462,0,0.030612245,0,0.00930216,-0.003339099,-0.015803109,0,-140.59,-1.4,-5.46,269.05507,282.3043933,-4.031690833,49.67545789,69.23548574,78.41469636,-0.000931946,-0.001823876
3736856,-0.011019468,0.02941171,0.009483108,0.003845219,0.023904835,0.008250825,0,0,0.006700572,0.001148593,-0.009671563,-1444.74,-80.07,6.31,268.346965,281.975775,-4.116602335,42.19050442,56.19063499,68.86835899,-0.008826261,0.004652155
1823920,0.013927812,0.035164911,0.001044254,0.001916262,-0.035019299,0.037643208,0,-0.009216427,0.003327986,0.016036095,0.03515648,148.24,-38.08,8.03,267.44352,281.6301533,-4.019349497,43.71271979,36.99395081,54.14002385,0.01138353,0.00194849
1412638,-0.021977814,0,0.0010421,-0.005735761,0.012096162,-0.061514196,-0.003610525,0,-0.036484718,-0.019165891,-0.028301118,-129.95,-104.47,-18.77,266.808665,281.341505,-4.170042578,40.99984895,41.2795473,44.8213777,-0.001234235,0.001815211
1481865,0.008426518,0.004246512,0.00520933,0.009614069,-0.039840569,-0.003361345,0.007246454,0.00930216,-0.024096066,-0.013793638,0.003882866,175.17,-42.56,18.91,266.41799,281.0532933,-3.967892228,44.69610214,48.6606045,42.31136754,-0.00379702,-0.00201168
1469135,0.022284499,-0.023255966,-0.001036678,-0.007619229,0.016597824,-0.035413153,-0.003596782,-0.013825118,-0.017635926,-0.03030303,-0.027078822,581.19,-139.29,5.36,266.100565,280.6445933,-3.647420104,46.25032574,59.65606367,49.86540516,-0.009087221,-0.005390207
1487914,-0.019073885,0.012986816,-0.015559958,-0.005757786,-0.04081624,0.008741259,0,-0.014018931,0.028725165,-0.007210594,-0.005965247,387.7,-84.57,-11.96,265.636635,280.2036267,-3.510598696,44.45641515,59.65617032,55.99094617,0.001959412,-0.000435637
1120810,-0.022222016,0.023504435,-0.030558714,-0.019304449,0.021276109,-0.032928943,0,-0.014217274,-0.036649591,0.007262964,-0.019998794,75.47,-91.97,-57.28,265.29479,279.8023383,-3.441309004,43.54692463,47.45366585,55.58863328,0.009838,-0.013124547
880037,0.011363825,-0.006263168,0.001087386,0,0.058333577,0.025089606,-0.003610525,0.004807108,0.04347899,0.016826356,0.008163994,-62.52,-17.79,-2.24,265.05062,279.3929117,-3.425718401,42.60819282,35.41669333,47.50884317,-0.001617207,0.014002328
1245125,-0.00561807,-0.004201473,0.043430456,0.003936053,-0.023621676,-0.003496503,-0.007246454,0.019139415,0.006943068,0.042554888,0.014169769,-239.95,-163.28,-0.31,264.29368,278.981885,-3.413416722,42.11934257,22.59607954,35.15547957,-0.000654006,0.005124515
2176158,0,0.0042192,-0.009364696,0.003922704,0.032257822,0.021052632,0.007299348,0.014083767,-0.013792161,-0.011339461,0.005987051,-1062.17,-97.5,-2.53,264.36693,278.5388833,-3.793406954,37.07923937,16.34605287,24.78627525,-0.004640118,-0.00108326
1131517,0.002824905,0,0.013655489,0.039061317,-0.035156095,0.005154639,0.007246454,0.018519158,0.045453646,-0.020641852,-0.009921027,96.97,-276.15,-5.53,263.927415,278.0063517,-4.04789039,37.07923937,8.012612887,15.65158177,-0.004339057,0.005811157
1884240,-0.005633896,0,0.005181276,-0.026315422,-0.028340603,0.013675214,-0.007194321,0.027272239,-0.01170467,-0.004684026,-0.00501022,-455.37,72.24,-106.51,263.4879,277.6023017,-4.629661853,32.56056488,10.83311747,11.73059441,-0.000110541,0.003330607
1141329,0,0.00840338,-0.012371807,0.007968185,-0.037499849,0.02529511,0,-0.004424243,-0.038917652,-0.01176397,-0.026183118,-301.34,12.48,-14.61,263.146055,277.0532017,-4.876879245,35.6324384,8.965416146,9.270382167,-0.020314538,0.002315042
2212429,0.036827214,0.035416635,0.005219139,0.00395158,0.017316343,0.098684211,0.007246454,0.013332634,0.01232468,0.021428189,0.017580431,-397.82,-58.06,2.56,262.169355,276.3744567,-5.326644675,32.44894024,16.71725077,12.17192813,0.009003995,0.00027735
3265428,-0.021858286,-0.004023946,-0.032191077,-0.011810106,-0.029787784,-0.05239521,-0.007194321,-0.026315335,-0.020870798,-0.031467982,-0.013210272,-445.5,3.61,-54.97,261.36358,275.68016,-6.085802836,28.35645651,20.88399678,15.52222123,0.010655092,0.001328114
1057386,0.005586687,0.002020102,0.001073386,0.003983067,0.004386048,0.099526066,0.003623608,-0.009008849,0.007105224,0.007219266,0,-13.33,3.27,-2.5,260.50897,275.0682717,-6.494356919,30.70934122,41.31236146,26.30453634,0.003104253,0.00522164
2190362,-0.013888542,0.008064533,-0.00321561,-0.001982612,0.013100685,-0.020114943,-0.003610525,0,0.007055096,0.013143306,0.003088061,257.4,-43.94,21.07,259.605525,274.5117583,-6.078179554,42.27748657,53.25743307,38.4845971,-0.007643049,0.007500104
1590116,0.02816889,-0.027999852,0.007526563,0,0.004310425,-0.01026393,0.003623608,0.004544902,-0.003502835,-0.008255638,0.006161236,-94.69,-51.43,-7.46,258.311405,273.841735,-5.838674444,40.56154724,53.78774129,49.45251194,-0.018972799,-0.002021901
1770076,-0.010959086,-0.055555768,-0.020276785,0.005963743,-0.012875776,-0.032592593,0,0.009049617,-0.021089081,-0.023779722,-0.006123508,-282.04,-2.05,-0.49,256.797525,273.02666,-6.013010049,36.20918662,33.56044539,46.86853992,0.0047053,0.003359011
2030943,-0.036011106,-0.032679471,-0.029412255,-0.011856775,-0.039130275,0,0,0.098654871,-0.026929727,-0.046285531,-0.028746933,-304.16,24.13,-69.42,255.89408,272.2765517,-6.392727003,33.40201447,22.19674451,36.51497706,-0.021487153,-0.008561011
