date,2308 adjclose,2308 vloume (thousand),2360,3665,1536,1503,4721,2371,1537,1723,6509,8183,1533,2308 foreign investment (m),2308 investment credit (m),2308 dealer (m),MA20,MA60,MACD,RSI,slowk,slowd,taiwan_index,SP500
2015/10/6,130.4925,450196,-0.010307853,0.045901412,0.086758224,0,0.01600352,0.099047619,0.030418344,0.034146385,0.024626225,0.001777706,0.004090381,9.41,0.64,-3.19,129.626535,126.7669767,-0.013171638,51.55865368,93.01168077,83.45113377,0.00499739,0.005277955
2015/10/7,132.1035,566509,0.003471737,-0.009404581,-0.063025741,0,-0.002624163,-0.017331023,0.003689626,0.009433974,-0.038457287,0.005303489,-0.018330607,143.69,1.62,-0.65,129.827915,126.9079417,0.226852274,54.4596491,94.59915126,91.63757007,0.012047748,0.004487038
2015/10/8,134.9228,703149,0.017300739,0.018987733,0.00448449,0,0,0.005291005,0.007353246,0,0,-0.00527551,0.011410195,141.86,2.3,4.76,130.17026,127.1026067,0.540832806,56.69395801,97.48372252,95.03151818,-0.005799725,-0.004089646
2015/10/12,134.52,1095217,0,-0.055900932,-0.031250203,-0.00250116,-0.007893202,0.003508772,-0.051094769,-0.018691612,-0.042500408,-0.030026215,-0.051281471,169.68,41.37,12.23,129.928605,127.2234333,1.005567038,60.35933162,92.65758246,94.91348541,0.015126759,0.012831344
2015/10/13,131.298,726670,0.035713471,0.019737248,-0.013824339,0.00501172,0.005304,-0.001748252,-0.030769321,0.014285732,0.002609877,-0.003658968,-0.003244159,-64.8,88.84,-4.68,129.666815,127.26371,1.326083406,59.58339216,69.12834252,86.42321583,-0.000676486,0.008705367
2015/10/14,132.1035,842461,-0.018061904,-0.016129074,-0.009346176,0.008729119,0.002638008,0.008756567,-0.019841481,-0.014084524,-0.010418636,0,0.005422934,17.44,32.44,-5.05,129.405025,127.2972733,1.305062517,53.64297401,49.57721236,70.45437912,-0.005300003,-0.002561006
2015/10/15,128.8814,772455,0.003344018,-0.006557221,0.014150382,-0.003710006,0.010524269,0.008680556,-0.008097501,0.004761911,-0.002630489,0.029254043,0.026970801,11.32,31.82,2.95,128.961995,127.2838483,1.337977062,54.85476685,22.30441669,47.00332386,0.009270743,-0.016164205
2015/10/16,132.5062,840538,0.02500061,0.013201004,-0.027907013,0,0,-0.00172117,-0.028570753,0.099526189,-0.007918668,-0.003547753,-0.012606269,-255.84,-4.48,8.32,129.223785,127.31741,1.091483591,49.3028495,29.16698996,33.682873,0.000398767,0.004565814
2015/10/19,132.5062,1343231,0.047153875,0,-0.019138395,-0.008682694,0.015628407,-0.003448276,-0.004201212,0.064655245,0.002664916,-0.012471517,-0.009574825,90.8,28.46,3.62,129.405025,127.37111,1.175081201,54.84029464,38.09515364,29.8555201,0.003085433,-0.012318439
2015/10/20,132.1035,535228,-0.029502815,-0.006514504,0.048780142,0.001252146,0.020508805,0.001730104,0.008437874,0.004048587,-0.013263485,-0.012649622,0.027928539,29.28,1.32,0,129.485575,127.4113867,1.227186665,54.84029464,60.31760576,42.52658312,0.002560389,-0.002048653
2015/10/21,132.5062,376998,-0.012800178,0.006557221,0.018605428,-0.00375174,-0.017584566,0.03626943,-0.008367272,0.024193574,0.053760573,0.001836202,-0.012540406,-31,22.63,-0.49,129.666815,127.49865,1.221900784,54.07922691,68.65076667,55.68784203,-0.005127346,-0.003362974
2015/10/22,131.298,824754,0.001620521,-0.03257338,-0.041096467,0.001255289,0.002557045,-0.003333333,0.008437874,-0.011811036,0.020412069,-0.00731052,0.005290944,74.35,8.23,-16.29,129.868195,127.5590633,1.235958846,54.7554262,63.88929121,64.28588788,-0.0000894,-0.000465781
2015/10/23,135.3255,518150,-0.021034666,-0.013467696,-0.004762103,0,0.012752618,0.02006689,-0.020920732,0.003984068,-0.022502708,0.011036045,-0.005263097,-18.26,-1.14,24.78,130.109845,127.6329017,1.13650737,52.26858447,65.4763629,66.00547359,0.007591369,-0.025666118
2015/10/26,136.131,1235435,0,-0.01706489,-0.019138395,0.002507431,-0.005036815,-0.006557377,0.004274334,-0.007936516,-0.010232126,0.016373371,0.007408722,308.95,-10.08,17.81,130.59315,127.7940033,1.366919946,58.95989052,69.04796389,66.13787267,0.00824897,0.001232882
2015/10/27,133.3117,762781,0,0.04166659,0.024390071,0,-0.002531156,-0.008250825,0.008510986,0.016000017,-0.007748738,0.051881495,-0.002102204,-31.77,103.6,4.39,131.076455,127.8946917,1.596121595,60.16273848,62.18455893,65.56962857,-0.005035813,0.019075522
2015/10/28,136.9365,1543451,-0.003305325,0,0.009524206,0,0.086296447,-0.013311148,0.008437874,-0.011811036,0,0.003396871,0.008421884,2.81,89.37,17.38,131.761135,128.0893567,1.532604693,54.17749806,65.82581505,65.68611262,-0.004060303,0.001973927
2015/10/29,134.52,1421531,-0.013267169,0.003333694,-0.009434351,0,-0.042059355,0.001686341,-0.012552184,-0.003984068,0,0.016946202,-0.012527322,-93.5,116.62,49.13,132.284715,128.2907333,1.754532992,59.72521929,44.39741252,57.46926217,-0.010952009,0.014315269
2015/10/30,133.7145,1348408,-0.018486868,0.00332174,0.033333564,-0.00250116,-0.012192778,-0.001683502,-0.004236817,0.008000008,0.010418636,-0.029998668,0.093023147,-112.39,51.94,-39.25,132.58678,128.451835,1.715644531,54.94901214,39.03821363,49.75381374,-0.00195658,0.018289808
2015/11/2,133.7145,1020862,-0.006850445,-0.026490315,-0.004608486,0,-0.022223979,0,0.025531661,-0.023809548,0.007728727,-0.003431911,-0.035782115,90.14,26.39,-3.32,132.86871,128.5928,1.601368449,53.41560671,16.03184137,33.15582251,0.007067782,-0.003588234
2015/11/3,134.1172,1038999,0.008621596,0,-0.009258521,0,0.002524766,-0.003372681,0.082987169,-0.00813009,-0.015345094,0.005155755,-0.007022304,-91.96,13.94,2.16,133.150635,128.7337633,1.493586692,53.41560671,15.55515093,23.54173531,0.011424565,0.008035678
2015/11/4,136.9365,1132720,0.010254978,0.020408585,0.009345042,0.001253716,0.007555222,0.016920474,-0.022988291,0.01639346,0,0.00859453,-0.012120186,-304.03,17.15,-7.66,133.472835,128.948565,1.424245582,54.15734773,33.33278158,21.63992463,0.016507158,0.008818386
2015/11/5,136.9365,1802350,-0.013536571,0.046666438,0.064815262,0.008758744,0.017502817,0.004991681,0,0.008064525,0.00519265,0.003396871,0.004090381,-379.27,105.91,30.09,133.714485,129.14323,1.578589207,59.07082737,56.66615169,35.18469473,-0.000772269,0.000725131
2015/11/6,134.52,655247,-0.001715029,-0.01910783,0,0,0.002456527,-0.001655629,0.011764593,0,0,-0.01356083,-0.00305585,90.1,-3.91,-15.64,133.694345,129.2304933,1.681524079,59.07082737,59.5236256,49.84085296,-0.017695685,0.001275504
2015/11/9,136.9365,837545,0.008591972,-0.022727156,0,-0.002479437,0.098038387,-0.024875622,-0.023255594,-0.016000017,-0.010331651,0,-0.010214385,165.16,0,-17.87,133.81517,129.40502,1.55023916,53.38310806,58.51384531,58.23454087,-0.005876757,-0.006825414
2015/11/10,132.5062,739697,0.037477644,-0.059800977,0.04347794,-0.001244359,0.058035543,-0.022108844,-0.023809293,-0.01626018,-0.023501532,-0.027494509,-0.029927862,76.84,3.74,9.18,133.87558,129.4385817,1.622483293,57.76281226,37.75356554,51.93034549,-0.012216401,-0.004716298
2015/11/11,127.6732,1220845,0.00492743,-0.021201842,0,0,0.054852167,-0.012173913,0,-0.024793415,0.005345379,-0.02296834,-0.025532085,-224.54,64.48,-13.49,133.654065,129.3781683,1.307180738,48.72463107,28.22975602,41.49905562,-0.014278017,0.014852776
2015/11/12,128.0759,925899,-0.031045407,-0.046930788,0.025000025,0.001245909,-0.050000246,-0.017605634,0,-0.016949171,-0.002658479,-0.023508287,0,-544.76,8.4,-10.46,133.61379,129.3781683,0.659713714,41.1586952,12.39368707,26.12566954,0.001554365,0.004570474
2015/11/13,128.4787,898032,-0.006746476,0.037878879,0.048780536,-0.006218677,0.008424622,0,0.028454589,0.00431035,-0.047999535,-0.014816537,-0.017466565,-315.3,12.08,4.93,133.412415,129.4251567,0.177045092,41.96730014,12.78356241,17.80233517,-0.011697787,0.000270522
2015/11/16,129.3598,469381,0,-0.007300058,-0.042635542,0.001252146,-0.010441515,-0.014336918,-0.023715196,-0.00429185,0.016806552,-0.02819077,-0.01777707,2.07,0.96,6.38,133.255095,129.527105,-0.170999499,42.81382105,25.77984986,16.98569978,-0.004093883,-0.001421083
2015/11/17,129.7641,731309,-0.027165058,-0.00735277,0.036436786,0,-0.031644682,-0.021818182,0.020243135,-0.025862098,0.019282442,-0.007748858,0.007917451,-27.68,4.16,20.16,133.138125,129.6760667,-0.371448116,44.71360244,39.29591793,25.95311007,0.014950454,-0.005825377
2015/11/18,126.9343,926534,0.006981965,0.029629912,0.02343753,0.002498025,0.09804174,0.040892193,-0.007936834,0.026548703,0.010812897,0.025341521,0.010101385,-70.3,0,-6.42,132.85953,129.878555,-0.492009875,45.60654277,36.33921517,33.80499432,-0.00937713,0.016627537
2015/11/19,128.5513,1150264,-0.006933555,0.021583171,-0.00763298,-0.006234192,0.013886174,-0.014285714,0.008000332,-0.021551748,0.032085215,-0.003797331,-0.011110975,-433.63,0.47,-18.53,132.722195,130.141555,-0.806599174,40.65688745,33.14366469,36.25959926,0.016393561,0.011030397
2015/11/20,128.5513,634189,0.005237006,0,-0.023076937,0.003765868,0.021527088,0.007246377,0.015872459,0.022026457,0.080315267,-0.005728599,0.025843368,124.5,-123.23,6.84,132.383485,130.33743,-0.914888806,44.37206605,27.9767551,32.48654499,-0.001386071,-0.001913115
2015/11/23,128.1471,578503,0,-0.007043014,0.00393717,0,0.099616461,0,-0.007811635,-0.008620699,0.019182439,0.011523211,-0.014239554,-157.57,1.11,-14.63,131.98429,130.5399933,-0.989305026,44.37206605,35.29087599,32.13709859,0.00239562,-0.0025541
2015/11/24,129.7641,297893,-0.005209723,0.003546485,0.003920778,0,0.006967296,0.007194245,-0.007874337,-0.004347831,0.004703926,-0.00569597,0.002221214,43.27,-27.42,-5.23,131.80691,130.7359433,-1.068578076,43.58109038,51.13140861,38.13301323,-0.010086345,0.011839933
2015/11/25,128.1471,639351,0,-0.038869733,-0.046874112,0,-0.076122754,-0.021428571,-0.015872459,0,-0.025761801,-0.011457199,-0.033259049,83.46,5.3,0,131.36744,130.8713817,-0.98951761,47.60494402,52.79082284,46.40436915,-0.001667829,-0.000449685
2015/11/26,130.1683,249143,0.003492047,0.014706511,0.024590172,-0.00125058,0.003744593,-0.01459854,-0.008064843,-0.013100452,-0.038457287,-0.011567953,-0.012614026,-48.34,7.93,1.11,131.149855,130.8525533,-1.045290549,44.20934608,69.23111077,57.71778074,0.011777781,-0.00480997
2015/11/27,128.1471,664704,0.012172209,0.010869784,-0.016000652,-0.001252146,0.001865312,0.012962963,0.028454589,0.008849568,0.012494781,0.00193941,0.018582302,160.84,-15.94,13.85,130.871485,130.894015,-0.915839825,49.09690847,53.59025346,58.53739569,-0.010194581,0.011873846
2015/11/30,126.5301,437893,0,-0.014337518,0.004065209,0,0.013037457,0.014625229,0.003953336,-0.00438597,0,0,-0.020522768,-168.8,-8.56,-9.19,130.512265,130.9018133,-0.965216724,44.86422568,53.20569784,58.67568736,-0.009262479,0.002728072
2015/12/1,126.1258,1453774,-0.008589877,0.014546073,0.020242768,-0.007519151,-0.023896934,-0.027027027,-0.007874337,-0.013215874,-0.019750917,0,0.008147874,-465.59,-14.71,1.72,130.112695,130.8760233,-1.121894161,41.76229993,38.33395176,48.37663435,0.017148983,-0.003545377
2015/12/2,127.3386,870906,0.006931442,0,0.031746383,0.002526428,0.016945851,0.009259259,0.023809293,0.031250036,0.030226362,0.009745027,0.020785984,-223.7,0.31,-4.52,129.6328,130.9107233,-1.264113872,40.99902128,46.66707895,46.06890952,-0.000697128,-0.001132088
2015/12/3,129.3598,615247,0.049915422,-0.02509042,-0.019230626,0,-0.009257486,0.003669725,0.034883391,-0.008658018,0.056235095,-0.001916975,-0.02601876,35.44,23.78,23.31,129.253965,130.9321217,-1.264386137,44.28840422,61.29650244,48.76584438,-0.000158441,-0.000347631
2015/12/4,129.3598,893801,-0.016395147,0.025736151,0.015685965,0,-0.009343988,0.005484461,-0.01872566,0,0,0.029008544,0.006968043,-46.4,15.2,0.96,128.995955,130.95352,-1.088955164,49.35585192,77.59279874,61.85212671,-0.006795127,-0.00982279
2015/12/7,130.5726,545923,0.083334011,0.003583669,0.011582552,-0.001260031,0.007545697,-0.009090909,-0.003817531,0.013100452,0.0416662,0.026324258,-0.006919825,-152.8,-44.8,-9.76,128.67776,130.8071783,-0.939099499,49.35585192,82.78884222,73.89271446,0.006628486,0.001510647
2015/12/8,127.3386,704205,0.095384506,0.035714387,-0.019083839,0.00126162,-0.031833652,0.005504587,0.00383216,-0.008620699,0.008890586,-0.010995443,0.012775172,116.44,-6.94,-1.45,128.41938,130.653925,-0.714241647,52.37071116,59.40947027,73.26370374,-0.013059673,-0.0032281
2015/12/9,125.7216,770645,-0.044942723,-0.027586465,0.015564849,-0.001260031,-0.044488266,-0.020072993,-0.022901696,-0.039130479,0,-0.005558843,-0.028669391,-489.35,0,-5.04,128.3218,130.4602967,-0.787914366,44.72491367,29.77984064,57.32605104,-0.013691505,-0.013990361
2015/12/10,128.5513,438641,-0.064705798,-0.021276097,-0.038314814,0.003781699,0.01011949,-0.013035382,-0.027343103,-0.031674245,-0.099120375,-0.016748496,-0.055490863,-306.8,-0.47,4.35,128.34557,130.3071183,-0.965647529,41.46524649,24.43207586,37.87379559,-0.00163434,-0.011207398
2015/12/11,125.3173,775118,0.037734402,0.010869784,0,-0.005024318,0.014030291,-0.026415094,0.020080533,-0.018691612,-0.007331925,0,-0.004997738,-252.17,12.4,8.27,128.1875,130.2745667,-0.868161574,48.53423447,24.24242424,26.15144691,-0.0122052,0.014903314
2015/12/14,124.9131,632270,-0.040908965,-0.017921188,-0.011951722,0.002526428,-0.077074695,-0.011627907,0,-0.019047643,-0.091136705,-0.00190225,-0.013821129,-235.29,0,-2.95,127.965165,130.2084283,-1.039873015,42.25375169,30.90931079,26.52793697,-0.009331078,-0.001339379
2015/12/15,125.3173,273705,0.018958569,-0.014599153,0.008064847,-0.002520061,-0.017132552,0,-0.019685243,-0.014563125,0.005424374,-0.015182033,-0.026750729,-27.19,-2.16,-10.35,127.742825,130.122175,-1.194798242,41.53039601,21.61630821,25.58934775,0.004128027,0.016162385
2015/12/16,127.3386,500137,0.007750854,0.014815445,-0.016000652,-0.002526428,0.028322335,0.011764706,0,0.004926115,0.024255155,-0.003848522,0.026177693,-149.42,-51.15,2.95,127.76304,130.0964617,-1.270318596,42.58883939,35.55581209,29.36047703,0.013787337,-0.001123067
2015/12/17,128.1471,515082,0.033847083,0.029196376,0.028455477,0,0.046611606,0.007751938,0.004015617,0.024509835,-0.005260979,0.009669515,0.020407359,78.75,0,-8.03,127.74283,130.1110733,-1.153767094,47.68863402,52.69844935,36.62352321,0.016495493,0.003810229
2015/12/18,127.7428,776756,-0.001489702,0.021277034,0.019762702,0.002532827,0.044535725,0.007692308,0,0.043062255,0.026456822,-0.001924128,0.011250428,24.88,-1.59,-18.23,127.702405,130.065245,-0.984807746,49.61650764,71.08229288,53.11218477,-0.007494288,-0.00123494
2015/12/21,126.1258,663224,-0.016392996,0,-0.007752259,0,-0.021318431,0.011450382,-0.003999556,-0.013761484,-0.018046173,-0.00190593,0.007415933,16.91,-1.42,25.91,127.60134,130.0595933,-0.873461159,48.65094123,66.23349364,63.33807862,0.003009451,0.00122209
2015/12/22,127.3386,520840,-0.022725971,0.024305435,-0.039062234,-0.002526428,-0.005944312,0.037735849,0.004015617,-0.032558179,-0.005247176,-0.001931519,-0.002452878,-2.96,-26.52,-11.86,127.480065,130.1211433,-0.905261285,44.88840181,63.25781853,66.85786835,0.001276236,-0.00012924
2015/12/23,125.3173,477024,-0.004652403,-0.016949198,-0.004065209,0.002532827,-0.011949905,-0.021818182,-0.015999444,0,0,-0.007697044,-0.015991055,174.67,-25.67,1.26,127.338575,130.1557167,-0.823111967,48.12867063,35.9851594,55.15882386,0.002768687,0.000593622
2015/12/24,126.5301,326881,0.006231565,-0.013792777,-0.020408022,-0.001263214,-0.002015739,0.00929368,0.008130414,0.009615397,0.029024471,-0.001950268,-0.001249435,-100.29,-4.03,-6.98,127.156665,130.1970783,-0.910613077,43.53458853,37.5012025,45.58139348,0.001041404,-0.004640904
2015/12/25,125.7216,223602,0.012384059,-0.020979441,0.008333679,0.002529623,-0.018183265,0.007366483,0.004031807,0,-0.010258352,0,-0.023780001,102.35,-0.16,2.03,127.03539,130.1645517,-0.872043143,46.81499163,27.77846492,33.75494227,0.004675435,0.010680587
2015/12/28,126.9343,238694,-0.010703732,0.024999882,0.008264802,0,-0.006171651,0.005484461,0.032128607,-0.004761911,0,0.005840032,0.012820368,-8.71,-15.55,-3.58,127.0556,130.145525,-0.896382446,44.94060511,55.55555556,40.27840766,-0.000572742,-0.010995753
2015/12/29,124.5088,375590,0,0.006969398,-0.004098528,-0.003784861,-0.008279969,-0.009090909,0,0.004784695,0.033677359,0.001920657,-0.00379575,-18.84,-6.28,-62.49,126.97475,130.07936,-0.808496915,48.2852258,52.22153508,45.18518519,-0.007726276,-0.014373578
2015/12/30,124.5088,455098,-0.010819541,0,0.008229791,0.002532827,-0.002087275,0.009174312,0.011673036,-0.009523821,-0.010020927,-0.013506963,0.011436246,-172.94,-34.65,-7.24,126.83326,129.9796317,-0.923914269,42.69846264,54.4437573,54.07361598,-0.00167834,0.020525756
2015/12/31,125.7216,263815,0.001562283,0.006920248,-0.016326219,0.002526428,0.006274922,0.003636364,0.011538349,0.014423095,0,0.00390878,0,29.72,-5.54,9.24,126.65135,129.8732667,-1.003812034,42.69846264,50.00041229,52.22190156,0.007013293,-0.006989563
2016/1/4,120.4664,411378,-0.003119692,0.003435889,0.004149549,0.045338992,0.012471586,0.010869565,0.003801858,0.009478685,-0.002530591,-0.005829217,-0.003769903,-77.75,94.7,-8.24,126.20668,129.6323267,-0.958222966,46.30147402,36.66707895,47.03708285,-0.026840776,-0.006489911
2016/1/5,120.0621,966711,0.010954999,0.017123337,-0.020661004,-0.036143268,-0.034905947,-0.037634409,-0.01515099,-0.014084524,-0.027919405,-0.009824546,-0.031525465,-343.59,-82.84,-22.5,125.681155,129.3913617,-1.330803349,35.79781484,28.88914847,38.5188799,-0.004824839,-0.00773894
2016/1/6,119.6579,1575244,0.001547771,-0.016835065,0.033754609,-0.008750925,-0.027659452,-0.00744879,-0.015385247,0,-0.010445828,0,-0.005208842,-153.7,-127.71,88.36,125.29712,129.19736,-1.639797058,35.13740332,9.259157459,24.93846163,-0.010491498,0.002251394
2016/1/7,119.6579,793384,0.0278206,0.017123337,-0.004080812,0.003781699,0.006563278,-0.003752345,0.007812826,-0.004761911,-0.018468376,-0.013854673,-0.054974888,-80.81,-9.62,3.55,124.993935,128.9899333,-1.895442875,34.45307677,20.85342271,19.66724288,-0.017312046,-0.019422774
2016/1/8,118.0409,937239,-0.051128029,-0.026935392,-0.016394111,-0.001253717,-0.039128247,-0.020715631,-0.015503336,-0.014354085,-0.037638256,-0.012055372,-0.055401053,-318.35,-27.97,43.22,124.468415,128.8092583,-2.074134693,34.45307677,21.35869406,17.15709141,0.005337453,0.004755587
2016/1/11,117.2324,601130,0.004753697,0.038061819,0.016667357,-0.001258445,0.031673603,0.013461538,0.023621811,0.014563125,0.016759625,0.016262237,0.067450483,-191.11,-38.69,10.07,124.06417,128.554695,-2.319489996,31.5978878,30.98838273,24.4001665,-0.013370965,0.010618515
2016/1/12,119.2536,818850,-0.017349678,0.006666508,0.016393117,0,-0.070177997,-0.022770398,-0.023076698,0.004784695,-0.01648337,0,0.008241042,-154.72,-34.08,-27.7,123.781195,128.3338183,-2.549782726,30.24811746,43.83848863,32.06185514,-0.002564063,0.014514953
2016/1/13,119.6579,507536,-0.035312009,-0.036423418,-0.048387128,0.002516903,-0.01650627,-0.009708738,-0.003937769,-0.004761911,-0.016759625,0,0.008173682,-68.88,-26.11,2.36,123.498225,128.1263917,-2.539918822,37.44252432,68.54733795,47.7914031,0.007229241,-0.015040495
2016/1/14,115.6154,507104,-0.001665689,0.024054858,0.029661209,-0.002510584,0.007192843,0,0,0,0.025571385,-0.001985984,-0.025675966,-192.55,6.51,-1.92,122.912065,127.8448783,-2.470993897,38.8022572,60.76945022,57.7184256,-0.010445249,-0.017797237
2016/1/15,116.8281,1072651,-0.004999309,-0.026845882,-0.098765481,-0.002520061,-0.019049797,-0.003921569,-0.015809729,0.004784695,0.019389226,-0.002012809,-0.034673661,-684.54,-108.97,28.89,122.346115,127.6037133,-2.711312045,31.44306386,50.21362439,59.84347085,0.002470657,0.007778415
2016/1/18,113.5941,1037921,0.008376089,-0.031034203,-0.013699191,-0.007576117,0.012139578,-0.013779528,0.004015617,0.009523821,-0.005432531,0.004010818,0.008619952,-349.83,-169.35,-23.26,121.63868,127.2415233,-2.77195775,35.40115687,24.99942738,45.32750067,0.006334699,0.008816763
2016/1/19,109.5516,1100142,0.013289205,0.032028172,0.055555618,0.00890681,0.014385685,0.005988024,0.008000332,0.009433974,0.010924409,0.024014427,0.042734559,-453.11,-59.99,8.99,120.80997,126.7985333,-3.045865836,30.36619393,25.89545899,33.70283692,0.005594545,0.012418035
2016/1/20,105.5091,1609924,0.008195574,0.006896388,0.052631635,-0.00126162,0.026005554,0.01984127,0.019841481,0.004672903,0.059461121,-0.015626742,-0.00546201,-542.95,12.33,6.1,119.718495,126.3351567,-3.548234098,25.48658359,12.00691367,20.96726668,-0.019829711,-0.001598613
2016/1/21,103.0836,1560693,-0.001625791,-0.047944982,0.004166839,-0.00504969,-0.029953812,-0.019455253,0,-0.013953505,-0.04336793,0.011911771,-0.035716234,-280.05,-55.07,-19.44,118.60681,125.7709417,-4.223870382,21.72670861,12.14256068,16.68164445,-0.004560261,-0.002178565
2016/1/22,107.9346,1796703,0.014657929,-0.007194074,-0.016597189,0,-0.016629718,-0.005952381,0.015563653,-0.014150961,-0.00533113,-0.017657327,-0.014244853,-257.04,6.63,20.15,117.677035,125.3278517,-4.898566954,19.83589183,23.28345159,15.81097531,0.012026341,0.010629711
2016/1/25,112.7856,1291919,-0.020865831,0.043478178,0.097046293,0.003805693,-0.004829998,0,0.019157298,0.004784695,0.034851051,-0.002004784,0.008669783,364.32,-14.15,23.63,117.030235,124.9790367,-4.984376895,32.49016567,55.57498942,30.33366723,0.017788396,-0.007217229
2016/1/26,110.3601,800301,0.001639115,0.048610869,0.007691691,0.001264812,0.019419739,0.023952096,0.030075283,0.019047643,0.010364676,0.01801082,0.098856599,291.56,2.51,-13.53,116.201525,124.5897967,-4.607830531,42.29915224,76.76571058,51.8747172,-0.00829475,-0.009411833
2016/1/27,109.1474,775079,0.004909298,0.026490315,0.015267812,-0.002526428,0.030952255,-0.011695906,0.003649229,-0.018691612,-0.015384424,-0.021616288,0.084744641,-96.78,-12.69,-4.1,115.433455,124.1736333,-4.453791864,39.22992356,82.82924088,71.72331363,0.002702886,-0.015303776
2016/1/28,109.1474,477086,0.003256876,0.006451459,0.007518194,0,-0.009236089,0,-0.025453941,-0.004761911,-0.023440356,0.006027686,0.020431382,26.06,-66.42,2.16,114.665385,123.7104817,-4.379090437,37.75487146,68.08167691,75.89220946,0.007040917,0.002012262
2016/1/29,112.7856,640363,0.017856648,0.00961558,-0.007462092,0.002532827,0.004661095,0.00591716,0,0.014354085,0,-0.005991571,-0.018844975,-79.52,-1.35,5.4,114.018585,123.3079667,-4.270659513,37.75487146,71.7551942,74.22203733,0.022200858,-0.013115421
2016/1/30,114.4026,863550,0.051037415,0.012698109,0.037593704,0,0.020883328,0.015686275,0.014924847,0.014150961,0.010668715,0.014049322,-0.001199936,113.83,0.42,-9.35,113.715395,122.9726767,-3.846811245,44.95602759,79.34892816,73.06193309,0.007995693,-0.023700421
2016/2/1,111.5729,202353,-0.009105291,-0.018808333,-0.018115811,-0.002526428,0,0.001930502,-0.014705371,0.004651168,0.015830949,0.001988925,0.01442184,52.78,3.96,3.4,113.290935,122.54995,-3.341906633,47.84410227,78.47162097,76.52524778,0.001442566,-0.010838407
2016/2/2,109.9559,793251,0.003064231,-0.006390467,0,0.001266413,-0.013639289,-0.011560694,-0.022387839,0.060185258,-0.018180561,0.011864751,0.021327826,-60.44,-23.6,-2.9,112.805835,122.1741117,-3.133972745,43.53892165,56.24974232,71.35676382,-0.003153135,0.000853265
2016/2/3,107.1261,457412,0.006106018,0.009646502,-0.011070566,-0.001264812,0.002303703,-0.001949318,0.007632735,-0.021834086,0.002644402,-0.003901112,-0.025520717,-111.38,-22.44,7.07,112.179245,121.83166,-3.064338243,41.25443852,25,53.24045443,-0.008392324,0.007802794
2016/2/15,108.7431,595699,-0.013657011,0.009554336,-0.014925089,0,0.002298408,-0.009765625,0.003788614,-0.004464291,-0.005274854,-0.009824546,-0.009524735,-175.43,-25.84,12.32,111.714355,121.5094467,-3.200599095,37.54200912,23.80937656,35.0197063,0.000435322,-0.02496544
2016/2/16,113.9984,733673,-0.041538323,-0.009463914,0.007576071,0.00886172,-0.004586275,-0.001972387,-0.011320642,-0.017937241,-0.005309246,-0.001966324,0.002402756,-17.89,-0.27,13.05,111.552655,121.2681083,-3.141890656,40.81923988,44.36493212,31.05810289,0.018044979,0.016695939
2016/2/17,112.3814,992994,0.057784711,0.060509391,-0.03007551,0,0.025346407,0.037549407,-0.003817531,0.031963508,0.01333428,0.005955886,0.009593278,252.95,0.85,35.11,111.209045,120.985135,-2.640862783,50.00147451,68.80937656,45.66122842,0.000265463,-0.021599093
2016/2/18,112.7856,709329,-0.013657011,-0.012011731,-0.011627448,0.001255289,-0.053933206,-0.019047619,-0.011494145,0,0.007897838,0.015780824,0.070070938,-195.71,-5.14,-30.16,110.86543,120.70216,-2.347215728,47.55649686,78.88875146,64.02102005,0.012225097,0.000531822
2016/2/19,113.9984,582730,0.004614744,0.012157767,0.011764236,0.001253716,0.099760761,0.001941748,-0.003875538,0.022123919,0.02610509,0.009707017,-0.005549324,-116.76,-21.2,24.83,110.78458,120.4865617,-2.0581576,48.2378548,78.88875146,75.52895983,0.001247193,-0.011693855
2016/2/22,112.7856,424604,0.006126595,0,0,-0.002504292,-0.015115896,0,0.011673036,-0.004329009,-0.015267035,0,-0.008929451,71.49,0.42,-1.55,110.582455,120.2238,-1.711485191,50.3233698,73.19404934,76.99051742,0.000196996,0.00519542
2016/2/23,110.3601,249657,0.015220437,-0.015014267,0.023255836,-0.003762722,0.013155337,0.005813953,0.030769321,-0.004347831,-0.015503731,-0.013476734,0.007884288,-25.25,0.42,-0.7,110.420755,119.9206133,-1.517119227,48.23066032,50.41606542,67.49962207,0.000955963,0.020283683
2016/2/24,107.5304,601138,0,-0.006098219,-0.015151223,-0.005040122,0.008661678,0.013487476,0,0.004366817,0,0.011702932,0.005586523,-150.42,-40.27,-8.74,110.319695,119.5770017,-1.541036273,44.26599752,21.52717653,48.37909709,-0.006212626,-0.015637946
2016/2/25,105.5091,753120,0.005996168,0.024540111,-0.011538935,0,-0.015023807,0.005703422,-0.018656912,0,0,0.003848522,-0.024445616,-158.4,-87.65,-2.26,110.319695,119.1727517,-1.767944086,40.12226002,2.777434206,24.90689205,0.010020693,0.014144309
2016/2/26,108.7431,1247396,0.038748237,-0.032933746,-0.007781481,0.002532827,-0.008712914,-0.003780718,0.015208592,0,0,-0.005761605,-0.002276874,-538.31,-37.32,3.65,110.60267,118.8493517,-2.086816657,37.42710772,13.33333333,12.54598136,0.005414865,-0.010863456
