date,2308 adjclose,2308 vloume (thousand),2360,3665,1536,1503,4721,2371,1537,1723,6509,8183,1533,2308 foreign investment (m),2308 investment credit (m),2308 dealer (m),MA20,MA60,MACD,RSI,slowk,slowd,taiwan_index,SP500
2013/10/18,110.6908,349883,-0.020201467,-0.031496316,-0.041015372,0,0.004947216,-0.00120048,-0.004859695,0.005681926,-0.009998163,0.004865095,-0.002571716,-20.59,7.15,-7.59,108.983525,104.6371867,1.741143118,56.67722156,29.92071816,26.11140828,0.007941796,0.000573862
2013/10/21,110.6908,352680,0.055964191,0.016260297,0.016291167,-0.00129319,0.009852449,-0.001201923,0.007326174,0.031073213,0.002521584,0.009683082,0.007732088,50.15,2.66,9,109.433795,104.6622017,1.709378197,59.79961151,47.14330313,32.96322876,-0.002590867,0.021830476
2013/10/22,110.6908,335465,-0.002788802,0.068000241,0.050100378,-0.002596746,0.024387483,-0.016847172,-0.008484356,-0.019177654,-0.002515241,0.001585634,0.007672762,-28.32,0,-4.87,109.565125,104.718485,1.665011056,59.79961151,62.22257756,46.42886628,-0.000124713,0.006286335
2013/10/23,111.066,765085,-0.046153987,-0.022471501,-0.020992648,-0.010403473,-0.009524057,-0.006119951,-0.007335125,-0.01396674,0.002521584,-0.01115816,-0.020303934,-193.67,-28.17,1.48,109.67769,104.818545,1.611275991,59.79961151,71.38934417,60.25174162,-0.002928155,0.004074683
2013/10/24,112.1917,589202,-0.036657649,0.034482717,-0.005847544,-0.009197405,-0.004804537,0.002463054,-0.014778654,-0.011331659,-0.012595359,-0.006442528,0.007772144,-127.58,14.21,-19.83,109.97787,105.04368,1.580744234,60.97061126,84.72249983,72.77814052,0.002394676,-0.007063749
2013/10/25,112.5669,854910,-0.006086976,0.037036736,0.003923096,0.00397936,-0.002413866,0.001228501,0.001249322,-0.005730768,0,0.006484304,0.002571716,-85.07,-2.69,9.57,110.259285,105.1812617,1.628608593,64.32797811,95.83361094,83.98181832,-0.007975069,0.013827544
2013/10/28,116.3191,1089247,-0.016846711,-0.028571652,-0.013671791,0.002641201,0.00725912,0.003680982,-0.003745405,0,0.028065843,0.008062805,-0.019231052,81.6,54,18.9,110.634505,105.3000817,1.67748,65.39642482,91.99980101,90.8519706,0.007333507,0.006743962
2013/10/29,116.6944,1132400,0.009345833,-0.022058425,-0.016834115,0.001318904,0.014426737,0,0.003759486,0.008645699,0.052108947,-0.006390999,-0.032679229,294.81,140.43,54.87,111.084775,105.4751867,1.995973782,73.83624285,84.4240985,90.75250348,0.001564018,0.00654877
2013/10/30,114.443,984363,-0.012345055,0.007518266,-0.002012106,0,0.030804767,-0.002444988,-0.004993169,-0.005714395,-0.002361042,0,0.005404451,121.13,10.73,-14.15,111.36619,105.5940067,2.252698268,74.50601503,67.75722993,81.39370981,0.005234545,0.0000917
2013/10/31,114.443,1075183,-0.012499361,0.011194414,0.001008081,-0.01184382,-0.016093902,0,0.003764201,0.011494473,0.016548435,0,-0.00268924,-323,-43.62,11.13,111.70389,105.71908,2.24856505,63.93274908,55.38678436,69.18937093,-0.00177199,0.005737508
2013/11/1,112.1917,689511,-0.009493697,-0.018450039,-0.026208758,-0.010652823,-0.004669827,-0.00122549,0.007500169,0,0.037208398,0.001598398,-0.008086387,-149.15,19.06,-1.83,111.741415,105.844155,2.219702102,63.93274908,34.62926459,52.59109296,-0.007323025,-0.004724535
2013/11/4,113.3173,426975,-0.033546419,0.007518266,0.016563869,0.001347306,-0.009389882,-0.004907975,-0.009926481,-0.005681926,-0.044840578,-0.009632763,0.069294629,-130.96,-1.05,-9.57,111.85398,106.0067517,1.992202047,54.89785131,29.07374642,39.69659846,-0.004058091,0.003258168
2013/11/5,110.3156,348367,-0.034710844,-0.067164144,-0.06110101,0.004032845,0,-0.014796547,0.002507032,-0.002857197,-0.014087859,-0.008134501,-0.03430803,-35.64,-3.32,-0.15,111.81646,106.1568417,1.881049558,58.08706305,16.11105764,26.60468955,-0.011005322,0.004394802
2013/11/6,108.8147,572983,0.015411005,-0.007999438,0.01410078,-0.002676557,-0.014221567,0.006257822,0,0.002865384,0.007144581,-0.001624584,-0.023684591,-122.45,-6.62,5.29,111.77894,106.2819167,1.533075962,48.28220892,11.1109466,18.76525022,0.002392825,0.001329719
2013/11/7,108.8147,588906,0.011802947,-0.068548591,-0.053476031,0.001340054,-0.002402268,-0.01119403,-0.003750085,0.005714395,-0.026002972,0,-0.020215966,-17.26,-1.89,2.76,111.703895,106.3944833,1.12324621,44.25934063,1.754730478,9.658911574,0.000210095,0.005584214
2013/11/8,108.8147,1030270,-0.010000044,-0.012987453,0.046593574,0.002683775,-0.012046845,-0.005031447,0.003764201,0.014204814,0,0,0.004126617,70.04,53.36,17.98,111.59133,106.4570217,0.789353997,44.25934063,3.838480229,5.568052436,-0.006533305,-0.004875984
2013/11/11,109.1899,974770,0.003368488,-0.065788985,0.015981885,0.010691899,0.009756325,-0.007585335,0.003750085,-0.014005864,-0.002429812,0,-0.023285968,185.17,52.35,5.08,111.535045,106.53832,0.518762047,44.25934063,8.967053317,4.853421341,-0.005714744,-0.00383937
2013/11/12,109.5651,767384,0.006709964,0.018779488,-0.02022323,0.002648277,0.002413866,0.001273885,0.007472148,-0.011363852,-0.007301025,0.001627228,-0.029453457,-164.56,21.68,-17.9,111.49752,106.6633933,0.330778473,45.67263442,19.71260045,10.839378,0.001552082,0.002903435
2013/11/13,108.8147,646147,-0.006665241,-0.013825351,0.014905806,0.002637713,-0.004816106,0.008905852,0.008652153,-0.02873535,-0.019604311,-0.004893326,0.011561976,179.29,31.24,-12.41,111.46,106.7509467,0.209658824,47.11662447,23.1853933,17.28834902,-0.01110398,0.003570537
2013/11/14,107.3138,351303,-0.020134287,0.009346602,-0.023726104,-0.00394794,-0.01695117,-0.005044136,0.007353109,0.002958636,0,-0.0065893,-0.028572925,-138.77,11.75,-3.92,111.347435,106.8760217,0.05251427,44.56534793,29.96153679,24.28651018,0.003781962,-0.002805541
2013/11/15,108.0642,510462,0.006847841,0,-0.016203823,0,0.029557346,0.00887199,-0.054743706,-0.005899816,0,0.00993961,0.00735418,-201.77,7.15,-26.17,111.216105,107.07614,-0.190933051,39.91041694,35.4095566,29.51882889,0.005188748,0.004265529
2013/11/18,110.6908,477012,0.011905557,0,-0.011766548,0,-0.014357661,0.001256281,-0.006435873,-0.002967415,0.030000824,-0.011469014,0.00145876,-201.6,12.67,25.49,111.216105,107.3638117,-0.319631288,43.10989009,57.3038407,40.8916447,0.001753674,-0.013182791
2013/11/19,110.6908,770215,-0.015126106,0.018517202,0.011906648,-0.003963588,-0.019411363,-0.001254705,-0.044041718,0.002976247,0,0.001646107,0.005829881,173.61,25.22,65.64,111.216105,107.6014533,-0.207291373,52.61953672,72.84995082,55.18778271,0.008392887,0.013427582
2013/11/20,109.1899,488248,-0.00853171,0.009091699,0.042352818,0.00397936,0.024749598,0,0.017614815,0.014837076,0,-0.006613207,0.018843107,105.91,16.52,-15.19,111.1223,107.8078267,-0.116913475,52.61953672,74.5093121,68.22103454,-0.006749223,0.000722915
2013/11/21,108.8147,330985,0.012046726,0.049548876,0.018057986,0.001322387,0,-0.005025126,-0.013315138,-0.008772093,-0.007283285,0.001654342,0.069701178,-95.16,3.93,16.73,110.95345,107.9954383,-0.164502149,47.37177128,61.34438098,69.5678813,-0.012799136,-0.00237035
2013/11/22,114.0678,661601,-0.025510318,-0.012874636,-0.026609412,0,-0.002413866,-0.003787879,0.001348796,-0.023599264,-0.007336721,-0.00165161,0.007975789,-79.9,14.07,-1.45,111.028495,108.2518417,-0.229842537,46.13315633,67.22688762,67.6935269,0.002139651,0.008095311
2013/11/25,112.5669,993907,-0.005235626,0,-0.009111286,-0.005278994,-0.007265731,0.003802281,-0.012127383,0.003021206,-0.012316163,0,-0.023744085,393.07,16.87,9.27,110.840885,108.3956767,0.140634851,61.36456382,67.31621697,65.29582852,0.008714047,0.004837262
2013/11/26,116.3191,482386,0.008773502,0.004347518,0.002301016,-0.005303422,0.002437416,0.002525253,0.008183404,0.006024212,-0.012463422,0.008331506,0.008108225,16.95,2.4,-4.65,110.82212,108.6395717,0.309562322,56.45293221,83.69680327,72.74663595,0.007390525,0.004222001
2013/11/27,118.1952,655543,0.029564548,0.047618402,0.069952529,0.006666426,0.014602226,-0.002518892,0.017593285,-0.005988138,-0.002527984,-0.008262666,0.048254992,230.18,-5.27,6.05,111.00973,108.9209883,0.737705926,64.17323939,77.03003508,76.01435177,0.005802605,-0.003698184
2013/11/28,118.5705,966383,0.005067586,0.004133237,0.003217062,-0.005299973,0.004792991,0.003787879,-0.001331318,0.012048424,0.020255877,0,-0.015345523,125.84,19.22,10.87,111.216105,109.1648833,1.214399566,67.29529469,83.99983214,81.57555683,0.008022054,-0.002042947
2013/11/29,118.5705,476628,0.010084071,0.020575962,0.009614661,0.002665908,0.004776645,0.008805031,0.003994767,0,0.034739298,0.006657232,-0.011688509,40.45,8.69,-33.65,111.535045,109.42754,1.603976639,67.89795557,77.57592133,79.53526285,0.005309461,-0.003635611
2013/12/2,121.5723,732211,-0.001664626,-0.008065209,-0.006349654,0.001325817,-0.002380211,0.006234414,0.001327789,-0.002976247,0.019181096,0.004969805,0.003942249,-6.79,-3.95,16.75,111.947795,109.7089583,1.890921906,67.89795557,79.48105671,80.35227006,0.000925438,0.008128575
2013/12/3,120.8218,498125,0.008334825,-0.012194268,-0.007454804,0,0,-0.002478315,-0.011920788,0,-0.002349532,-0.003290251,-0.011777305,208.01,23.49,-12.64,112.473105,110.01539,2.333647435,72.5843042,75.03665833,77.36454546,-0.002621631,0.004961439
2013/12/4,119.6961,437383,-0.004958692,0,0.008583366,0.00132765,-0.002379389,0,-0.005363562,-0.017909924,-0.021231448,-0.003301113,0.014567719,-69.71,9.34,-5.15,113.017175,110.2843,2.594048947,69.83922463,64.12730214,72.88167239,0.003032451,-0.001263326
2013/12/5,114.443,355323,0.034883822,0.069957755,0.032977834,0.002648195,0.069212473,0.01863354,-0.005390202,0.009117829,-0.016867485,0.018226171,0.020887064,-148.65,0.96,4.79,113.29859,110.4844183,2.678705984,65.81839074,35.55560162,58.23985403,-0.005043953,0.000149794
2013/12/6,115.5687,1242339,-0.004815423,-0.01538354,-0.028833851,-0.003963588,0.069199639,-0.012195122,-0.005419413,-0.006023339,-0.007348511,-0.014647163,-0.025573918,-757.93,-8.08,42.55,113.63629,110.697045,2.295455446,51.04849707,17.68117532,39.12135969,-0.000933671,0.002485092
2013/12/9,118.5705,709006,-0.004838723,-0.03125023,-0.02651252,-0.007955133,0.014609816,0.001234568,0.008174569,0.00605984,0.041970689,0.004961553,-0.010499848,-139.68,14.32,-17.56,114.10532,110.965955,2.058828325,53.4587353,23.64625526,25.6276774,0.009190078,-0.000785733
2013/12/10,121.5723,645469,-0.008105166,-0.036290282,-0.019606394,0.004007654,0.008230661,0.001233046,0.013513049,-0.009035445,-0.021326175,0.00656963,-0.011936533,85.64,-44.71,-7.58,114.70568,111.2911483,2.089434103,59.22426844,55.31303297,32.21348785,-0.000145655,-0.002719001
2013/12/11,121.197,932137,-0.003267275,0.012551413,0.011109951,0,-0.026529884,0,-0.001332611,0,-0.012107414,0.004904834,0.051008574,168.8,-30.94,17.17,115.324795,111.6288483,2.329061604,64.02382352,79.53638025,52.8318895,-0.001139353,-0.003192848
2013/12/12,121.197,901788,-0.016394217,-0.037190072,-0.010987876,0.006657564,-0.056600857,-0.004926108,-0.013352935,-0.00911871,0.029412678,-0.001633447,0.0689636,-118.06,3.07,-34.88,116.018955,111.960295,2.460323474,63.02498912,88.80939312,74.55293545,-0.008589279,-0.001303512
2013/12/13,119.3209,622847,0,-0.034333708,-0.013334261,-0.00132056,-0.026667233,-0.006188119,0.00135474,0.012270168,-0.021427709,-0.003252761,0.047789598,197.68,-46.35,-6.78,116.58179,112.2604733,2.535126095,63.02498912,72.69793407,80.34790248,0.001866928,-0.004339556
2013/12/16,116.3191,564458,-0.008332642,-0.004445521,0.016891614,0.002648195,0.018265239,0.00622665,-0.001352907,-0.012121436,-0.002429564,0.003263376,-0.028505872,28.62,-3.82,-4.93,116.863205,112.5043683,2.415181413,57.79733897,49.38948896,70.29893872,-0.007529002,0.011237906
2013/12/17,118.1952,645890,0.015126106,-0.022321266,-0.013289978,-0.001322387,-0.04708468,-0.006188119,0.006766824,-0.009202626,-0.012195951,0.003272239,0.069248151,-193.29,-4.03,-5.74,117.238425,112.6732183,2.054224396,50.56972744,34.85294906,52.31345736,0.004698173,0.001817084
2013/12/18,118.1952,976147,-0.006623263,0.036529981,0.014590907,0,0.002351384,0.0124533,0.013440407,0.003096034,-0.00493736,0.006484304,-0.019756323,306.97,58.43,-2.36,117.68869,112.82956,1.897673748,54.40717435,34.98344383,39.74196061,-0.000465705,-0.003179659
2013/12/19,122.3227,1067629,0.008334825,-0.013216309,-0.007743433,0.001324138,0.009389882,-0.002460025,0.007957744,0.009259433,0.002477785,0.006461817,-0.010078534,310.28,-61.43,-16.54,118.36409,113.09847,1.753394194,54.40717435,63.05391457,44.29676915,0.006990025,-0.011316861
2013/12/20,124.574,845841,-0.013224622,0,-0.008918283,-0.010568376,0.009302532,-0.001233046,0.011842378,-0.003058161,0,0.003200583,-0.03393715,385.33,29.67,-18.91,118.8894,113.3923933,1.949632217,61.94522425,77.75472612,58.59736151,0.000134405,-0.003770578
2013/12/23,124.1988,1178702,0,0.066965198,0.01687262,0.008011848,-0.013828335,0.003703704,0.005200945,0.003067542,-0.002471661,0.003190372,0.021077604,213.97,64.91,16.43,119.470995,113.648795,2.260752809,65.31382742,88.45781701,76.42215257,0.005700164,-0.00010138
2013/12/24,125.3245,431140,0.008376708,0.046024468,0,-0.006622279,0.002341293,0.008610086,0,0.012231757,-0.004968147,0.006360451,0.021788439,-12.91,62.56,-2.48,119.921265,113.94272,2.448814208,64.2923839,85.68019347,83.96424553,-0.000705969,0.006319987
2013/12/25,124.9493,317060,0.011626491,0,0.022124507,0.005331698,0.01631258,-0.004878049,0.0090573,-0.006041537,0,0.015838474,0.023569387,65.97,11.86,-14.2,120.25897,114.21163,2.658048476,66.00992021,84.7227209,86.28691046,0.002043668,-0.003100966
2013/12/26,124.1988,114148,-0.014778389,0.008000692,0.001081857,0.00132765,0.041288569,-0.00122549,0.006408948,-0.00303957,0.002496476,0.00778645,-0.00767723,21.31,3,1,120.540385,114.4867933,2.761756823,64.88959279,70.8340942,80.41233619,0.002141062,0.016647951
2013/12/27,124.1988,255885,0.008334825,0.003967973,-0.020541529,0.002648195,-0.017621516,0.004907975,-0.003821744,-0.003048837,0.004974215,0.041718268,-0.014364039,-64.05,-35.58,-1.16,120.8218,114.69942,2.751667844,62.60089297,52.77866202,69.44515904,0.005791968,-0.000579902
2013/12/30,124.574,472925,0.009917384,-0.019762689,0.004416289,0.001322387,-0.002246792,0.003663004,0,-0.003058161,0,0.001490472,0.016816417,79.44,1.16,2.15,120.971885,114.9245533,2.712405334,62.60089297,41.66722189,55.09332604,0.010356132,0.004818744
2013/12/31,127.5758,518630,0.024549988,0.008063945,0.010987876,0.001317072,0,0.001216545,0.001280246,0.012270168,-0.007427528,-0.008894086,-0.011024692,-92.63,0.33,10.96,121.309585,115.1997167,2.680663991,63.35038108,55.8334925,50.09312547,-0.001382281,0.005318096
2014/1/2,126.0749,613505,-0.001598146,0.01999985,0,0.001318904,0,0.004860267,0.006384392,-0.006060718,-0.002490156,-0.002985341,-0.007803058,62.9,19.89,79.73,121.628525,115.47488,2.864706369,68.74675718,61.1109137,52.8705427,0.000119607,0.002915771
2014/1/3,124.574,338234,-0.009600034,-0.023528993,-0.009781893,0,-0.01348043,-0.00362757,-0.007614388,0.021340976,-0.004999081,-0.016495437,-0.015731425,50.57,29.57,-8.23,122.135075,115.71252,2.856522975,63.69661303,53.33309644,56.75916755,-0.007663245,0.004745489
2014/1/6,123.4484,315603,0.00161622,-0.040160329,0.006586638,-0.00394794,0,-0.004854369,-0.008950891,0,0.007533113,0.006107232,0.005708724,-93.79,-22.58,-14.77,122.52906,115.9188933,2.6978286,59.02693962,32.54905486,48.99768833,-0.005444308,-0.000336587
2014/1/7,123.4484,340186,0.01612767,0.02928794,-0.021810844,0.001322387,0.011388232,0.004878049,-0.011613166,-0.002985131,-0.014959898,0.00757411,-0.051079073,-68.76,-40.3,4.77,122.772955,116.1377733,2.452959463,55.72738127,20.65386268,35.51200466,0.001445881,-0.000179211
2014/1/8,123.8236,481460,0.017461776,-0.028454565,-0.008918283,0.001317072,0.022526151,0.013349515,0,-0.011975409,0.005062365,0.009027803,0.047846719,16.78,3.29,5.92,122.88552,116.3629067,2.233156469,55.72738127,21.28891345,24.83061033,0.005134922,0.003959654
2014/1/9,123.8236,647095,-0.0187208,-0.012552724,0.044995611,0,-0.013219144,0.046706587,0.003916539,0,0.007558492,0.019373351,-0.005708724,-101.64,1.82,0.66,123.01685,116.6005483,2.065427554,56.66387259,26.51751792,22.82009802,-0.004830523,-0.00886191
2014/1/10,121.197,621529,-0.017489513,0,-0.004306942,0,0,-0.009153318,-0.011703777,-0.006060718,-0.00750179,0.001451176,-0.026405115,-48.68,-75.9,-11.39,123.01685,116.7944133,1.910478375,56.66387259,25.3966441,24.40102516,0.001722907,-0.000332973
2014/1/13,124.1988,663093,0.009708779,-0.021186278,-0.010809697,0.001318904,0.002230674,0.001154734,-0.019737297,0,0.007558492,0.049635113,0,-305.56,2.1,-7.91,123.260745,117.0195467,1.557778268,48.35878195,41.5135593,31.14257377,0.004320376,-0.002511781
2014/1/14,123.8236,550352,-0.014423137,-0.021644851,-0.009838179,0.002630773,0.004457499,-0.001153403,0,0.006097674,-0.00750179,-0.012508109,0,56.44,-1.16,-2.32,123.63597,117.2384267,1.503153645,56.25068711,53.4793187,40.1298407,-0.002108286,0.006081773
2014/1/15,124.574,438101,0.013009605,-0.013274784,-0.013243106,-0.001313711,-0.006653549,-0.01039261,0.00537077,0.009090199,-0.020147467,-0.005642675,0.008253943,-65.18,0.17,-8.91,123.95491,117.4698133,1.413296136,55.11688872,76.92244613,57.30510805,0.006365127,-0.000212201
2014/1/16,126.8254,565247,0.01765585,0.067265469,0.027962759,0.001315439,0.008928789,0.007001167,-0.00133665,0,0,0.002828878,0.009357769,-70.55,-9.96,10.13,124.38642,117.73247,1.386649983,56.98433997,73.948269,68.11667794,0.001111298,0.000348301
2014/1/17,125.3245,639741,-0.012617651,0.008402764,-0.001087744,-0.00262387,0.002210933,0.002317497,-0.001336175,-0.00300306,-0.005146949,0.035320349,-0.010428894,165.11,15.04,-10.31,124.53651,117.95135,1.529569948,62.08184886,64.20473182,71.69181565,-0.001870622,0.002306692
2014/1/20,128.3263,449589,-0.009584691,0,0.002177856,0.001313607,0.004418138,0.001156069,0.008032311,0.012048424,0.005173577,0.001354173,-0.018734753,-163.49,-4.34,-17.54,124.724125,118.2140067,1.50438337,57.2142024,62.66663824,66.93987968,0.002973476,-0.012576193
2014/1/21,129.0767,705554,0.011288946,-0.016666797,-0.003259685,-0.001311883,0.013184109,0.003464203,-0.005311455,0.002976247,-0.005146949,0.013637475,-0.00954759,126.88,-0.17,6.5,124.96802,118.4266333,1.706966154,63.39579091,69.99977791,65.62371599,-0.002512306,0.010817942
2014/1/22,129.0767,448835,-0.001593511,-0.016949288,-0.005453422,0,0.006509237,0.006904488,0,0.002967415,0,0.040313766,-0.012047461,12.56,-0.69,-6.88,125.15563,118.633005,1.906093223,64.76621661,80.19594856,70.95412157,0.002953523,0.005166188
2014/1/23,126.0749,702657,-0.006390491,0.012931477,-0.006579418,-0.00394794,-0.012928397,-0.006857143,0.004005428,0.002958636,0.005173577,-0.009038937,0.008535781,-88.75,2.58,42.14,125.21191,118.82687,2.040382599,64.76621661,61.37244989,70.52272545,-0.003501327,-0.001347126
2014/1/24,127.5758,766177,0.011254761,0.034042814,0.017662276,-0.002641201,0.002181961,-0.004602992,0.014626476,0.002949908,-0.007713908,-0.035206985,0.003627626,-291.48,-19.32,-26.21,125.38076,119.04575,1.88288302,55.18155665,44.70588686,62.09142844,0.000373469,-0.00389514
2014/1/27,124.9493,524241,0.050873851,0.024690896,0.004336811,-0.002648195,0,0,0.013105721,0,-0.00259348,-0.005397805,0,-59.33,15.81,-12.92,125.418285,119.2583767,1.857758473,58.48937845,30.26754893,45.44862856,-0.015786823,0.002773699
2014/2/5,118.9457,1172172,-0.016640847,0.020080165,-0.01295707,0.003981043,0,0,0.0090573,-0.011764926,-0.018181818,-0.004078449,-0.020483169,-476.52,26.14,-16.32,125.13687,119.3521833,1.607381594,51.34746366,26.92886598,33.96743392,-0.023407783,0.0005749
2014/2/6,117.4448,3020984,0.021537848,0.007874696,0.021879551,-0.005289396,0,-0.001156069,0.01153654,-0.008928741,0.013228471,-0.010914964,0.003690099,-1229.64,19.97,10.14,124.63032,119.4710033,0.913979976,39.48050594,14.70669311,23.96770267,0.005630118,-0.008889563
2014/2/7,117.0696,5244223,0.036144697,-0.046875344,0.010708338,0.005317522,0,0.006944444,0.015209485,0.009009181,0.007834781,0.068967224,-0.001224575,-823.35,-11.74,-4.85,124.180055,119.608585,0.240570959,37.16784246,6.72657894,16.12071267,0.009185406,-0.020875491
2014/2/10,117.4448,1847491,-0.014535564,0.02049164,0.014830626,-0.007934094,0.008714791,0.010344828,0.004995284,0,0,0.069671625,0.069939765,-550.37,-79.87,23.56,123.823595,119.75242,-0.319700731,36.59081358,5.120476695,8.851249581,0.000548445,-0.004876305
2014/2/11,118.5705,1651393,-0.004424796,0.028112986,0.02713814,0.006666426,0.030235301,0.028441411,0.001241562,0.011904988,0.002586914,0.007241882,-0.003440418,-1152.78,-10.02,22.07,123.5797,119.9150167,-0.725086236,37.63352961,19.16102325,10.33602629,0.004600838,0.006140686
2014/2/12,124.9493,1688913,0.008888923,0.003905973,0.016262211,-0.007948168,-0.008385948,0.004424779,0.016128693,0.005882463,0.067184461,-0.007189814,0,-394.21,18.17,42.19,123.654745,120.1776733,-0.94463344,40.78002164,47.3835179,23.88833928,0.009526058,-0.010209205
2014/2/13,123.0731,1528978,0,0.066148059,0.019997912,0.004005924,0,-0.00660793,0.006105834,0.002924031,0.012107414,-0.014469337,0.009204363,283.55,12.99,-13.32,123.61722,120.4028067,-0.597028163,54.72051025,67.15165964,44.56540026,-0.005072337,0.01126705
2014/2/14,123.0731,599587,0.027900895,0.054744075,-0.007842846,-0.002658761,-0.006338321,0.019955654,-0.01092257,0,0.016746397,-0.030607764,-0.014822635,34.28,0,-34.28,123.579695,120.6404467,-0.467552481,50.92341004,71.04755414,61.86091056,0.005430046,-0.006465313
2014/2/17,123.0731,837750,-0.01857211,0.031141842,-0.026680456,0.002665849,0.004252501,0.002173913,-0.01104319,-0.002915506,0.007060521,0.035364288,-0.011573374,148.09,-26.57,-0.33,123.6735,120.9031017,-0.360783187,50.92341004,60.76149067,66.32023482,0.000689479,-0.022831947
2014/2/18,125.6997,467286,-0.004366829,0.006710937,0.015230848,-0.002658761,-0.033899089,-0.001084599,-0.002482146,0.005848062,0,-0.003660653,0,-76.92,-10.17,9.02,123.748545,121.1970267,-0.273020542,50.92341004,63.85259697,65.22054726,0.004305392,0.007641125
2014/2/19,126.4502,512071,0.024853258,-0.0033331,-0.002001879,0,-0.004383076,0.003257329,0.001245215,0.008720249,0,-0.003674103,0.022247687,255.27,-31.83,-2.85,123.879875,121.4596833,0.008380056,56.23361687,71.47213591,65.36207452,0.00242864,-0.002028259
2014/2/20,124.1988,658563,0.034236954,0.066890175,0.068137656,-0.001334728,-0.004408386,0.069264069,0.034782664,0.008645699,0.056076316,0.004907074,0.040090519,-61,21.91,-0.51,123.861115,121.6848167,0.288624056,57.64386277,65.75786772,67.02753353,-0.006108189,0.012439771
2014/2/21,124.1988,1176806,0.013793764,0.015673855,0.039399942,-0.002669412,0.008849771,0.022267206,0.014404041,-0.011427961,-0.024340191,0,-0.030836682,-264.63,32.11,-7.94,123.729785,121.934965,0.32530042,52.20902688,55.38458945,64.20486436,0.009060814,0.013301906
2014/2/24,121.9475,1066145,-0.012244942,0.037037324,-0.010831082,0.001340089,0.004389064,0.004950495,0.030770619,0.002889389,0.004534326,0.014678577,-0.006818294,-96.16,-6.79,-5.46,123.560935,122.153845,0.350328336,52.20902688,31.09838385,50.74694701,-0.004795474,0.001569265
2014/2/25,122.6979,831297,-0.011018722,0.059523321,0.018248671,0.001334679,-0.004369884,-0.009852217,-0.006888786,0.008645699,-0.018055436,0.069881705,0.006865103,-156.16,-41.93,11.05,123.279515,122.29768,0.186353873,47.06309621,28.18169682,38.22155671,0.00175338,0.011062094
2014/2/26,124.1988,777216,-0.006965025,-0.022472088,-0.005376721,-0.002669412,-0.00877214,-0.011940299,0.028901723,-0.019999553,-0.011495056,-0.031540813,0,-24.03,-82.24,-6.7,123.03562,122.491545,0.11562113,48.87202336,34.22596102,31.16868056,0.002943227,-0.000269268
2014/2/27,126.4502,956412,0.005610734,0.068966076,0.018018505,-0.001340089,0.068587238,-0.003021148,-0.016854307,0,0.037208398,-0.020928648,-0.004544661,201.91,-49.65,0.5,122.904295,122.6603967,0.178616034,52.37728399,65.17847795,42.52871193,0.004501875,0.005810055
2014/3/3,125.3245,1155073,0.012552347,0.032257467,-0.003540841,0,-0.01242545,0.007070707,0.028571429,0.020407698,0.069508294,-0.005936994,-0.011414832,461.52,-21.4,-32.86,122.866775,122.7792183,0.405534365,57.12565648,81.42849831,60.27764576,-0.004352063,0.00480919
2014/3/4,122.3227,1187866,-0.020661232,-0.049478958,0.008880081,0.002683775,0.069182642,-0.012036108,0.001110509,0.028571973,0.069182991,-0.011944905,-0.00692851,227.79,-30.56,-22.88,122.60412,122.841755,0.488898478,54.21491211,68.88873096,71.8319024,-0.005515009,0.001158471
2014/3/5,127.2006,979641,0.007031761,0.005479925,0,-0.002676592,0.015686652,-0.029441624,-0.025526531,0,-0.019609207,-0.035067677,0.049999867,-283.95,-5.38,10.6,122.716685,122.98559,0.309180921,47.29456515,59.62952654,69.98225193,0.009163555,-0.006524479
2014/3/6,128.7015,2560739,0.005587226,0.021797674,0.007044292,0.004022036,-0.00192923,0.006276151,0.069475073,0,0.00399927,-0.008767066,0,209.67,-42.38,-13.39,123.204475,123.10441,0.553973365,56.91819344,64.44456947,64.32094232,0.009366461,0.006031442
2014/3/7,127.2006,1137100,0.006943863,-0.018666192,-0.003497509,0.001336512,-0.009670077,0.004158004,0.022364742,-0.005555658,0.021910892,0.008844607,-0.005538029,-5.32,13.03,-2.92,123.692265,123.2107233,0.859179145,59.37611725,77.22227569,67.09879057,0.0000195,-0.001918708
2014/3/10,124.9493,689536,-0.0344817,-0.008152449,-0.017544342,0,0.015625333,-0.010351967,-0.036457993,-0.008380044,-0.027290468,-0.010025927,-0.016704056,54.24,-3.73,-14.24,124.08625,123.2982767,0.968779352,55.93915251,64.81492449,68.82725655,-0.005591029,0.006186521
2014/3/11,127.5758,544655,0.019999439,-0.063013555,-0.016070247,0,-0.011541329,-0.016736402,-0.005406138,-0.011267817,-0.010015694,-0.012655545,0.01925373,160.01,-5.66,3.5,124.5928,123.5171567,0.864017357,51.15587985,54.16638906,65.40119641,0.00428032,-0.001347687
2014/3/12,131.328,651972,0.004201696,0.011695998,0.00362844,-0.001334728,0.036967192,0.003191489,0.016304728,0.017094342,0.020239176,0.030771825,-0.010000153,-40.97,-0.34,14.28,125.230675,123.7798117,0.981613886,55.89429138,65.83316677,61.60482677,-0.002022447,0.0000217
2014/3/13,140.3334,1309963,0.019525264,0.008670813,0,0,0.031894348,0.033934252,-0.005346508,-0.005602345,-0.007935071,-0.003733508,0,241.33,11.2,12.43,125.99988,124.1425267,1.361882234,61.62217404,87.49972239,69.16642607,0.00726102,0.00494808
