證券代碼,簡稱,年月日,未調整收盤價(元),外資買賣超(張),投信買賣超(張),自營買賣超(張),融資增加(張),融資減少(張),融券增加(張),融券減少(張),外資買賣超日數,投信買賣超日數,自營買賣超日數,外資連續累計買賣超(張),投信連續累計買賣超(張),自營連續累計買賣超(張),外資成交比重,投信成交比重,自營成交比重,信用交易比重,資券互抵(張),資券互抵比例,實際週轉率％,外資總持股率_不含董監%,投信持股率％,自營持股率％,董監持股％,董監質押％,融資餘額(張),融資餘額(千元),融資使用率,融券餘額(張),融券餘額(千元),融券使用率,券資比
2330,台積電       ,20160602,159,6857,-40,-447,0,432,181,0,7,-4,-3,69255,-227,-1094,75.62,0.5,2.03,0.57,121,0.55,0.09,77.86,0.91,0.02,7,0,12654,2013251.4,0.2,3281,522007.1,0.05,25.93
2330,台積電       ,20160603,160.5,16979,-171,-289,0,587,531,0,8,-5,-4,86234,-398,-1383,66.83,0.51,0.91,0.29,86,0.27,0.13,77.92,0.9,0.02,7,0,12067,1931202.68,0.19,3812,610072.48,0.06,31.59
2330,台積電       ,20160604,160,752,-708,646,0,26,0,73,9,-6,1,86986,-1106,646,16.88,20.64,12.39,0.17,3,0.11,0.01,77.92,0.9,0.02,7,0,12041,1923790.57,0.19,3739,597380.03,0.06,31.05
2330,台積電       ,20160606,161,11302,-105,72,0,260,35,0,10,-7,2,98288,-1211,718,68.97,0.86,2.69,0.54,151,0.52,0.12,77.95,0.9,0.02,7,0,11781,1896269.76,0.18,3774,607463.04,0.06,32.03
2330,台積電       ,20160607,162,17830,18,536,0,173,487,0,11,1,3,116118,18,1254,70.03,0.33,1.88,0.19,78,0.16,0.2,78.02,0.9,0.02,7,0,11608,1885139.2,0.18,4261,691986.4,0.07,36.71
2330,台積電       ,20160608,165.5,19134,-117,-54,0,436,62,0,12,-1,-1,135252,-117,-54,62.38,0.5,1.94,0.35,146,0.32,0.19,78.1,0.9,0.02,7,0,11172,1843603.44,0.17,4323,713381.46,0.07,38.69
2330,台積電       ,20160613,162,-8881,-426,1842,44,0,0,1046,-1,-2,1,-8881,-543,1842,82.45,0.5,2.46,0.19,94,0.17,0.23,78.07,0.9,0.03,7,0,11216,1813739.36,0.17,3277,529923.67,0.05,29.22
2330,台積電       ,20160614,162,3633,-453,1950,90,0,0,347,1,-3,2,3633,-996,3792,67.28,0.95,5.52,0.21,52,0.19,0.12,78.08,0.9,0.04,7,0,11306,1832137.3,0.17,2930,474806.5,0.05,25.92
2330,台積電       ,20160615,163,5152,14,1996,0,299,0,53,2,1,3,8785,14,5788,72.01,0.06,5.67,0.18,48,0.16,0.12,78.1,0.9,0.05,7,0,11007,1787646.87,0.17,2877,467253.57,0.04,26.14
2330,台積電       ,20160616,160.5,-10653,-258,1960,78,0,0,686,-1,-1,4,-10653,-258,7748,75.03,0.35,4.81,0.18,56,0.15,0.15,78.06,0.9,0.05,7,0,11085,1782468,0.17,2191,352312.8,0.03,19.77
2330,台積電       ,20160617,163,7676,-309,-306,0,424,0,129,1,-2,-1,7676,-567,-306,74.8,0.5,6.01,0.19,54,0.17,0.13,78.09,0.9,0.05,7,0,10661,1741474.35,0.16,2062,336827.7,0.03,19.34
2330,台積電       ,20160620,163,-366,75,2249,102,0,0,626,-1,1,1,-366,75,2249,67.22,0.35,7.36,0.18,38,0.15,0.1,78.07,0.9,0.06,7,0,10763,1764486.22,0.17,1436,235417.84,0.02,13.34
2330,台積電       ,20160621,165.5,11665,-9,555,0,335,0,1361,1,-1,2,11665,-9,2804,58.74,0.03,6.71,0.04,0,0,0.12,78.13,0.9,0.06,7,0,10428,1718742.96,0.16,75,12361.5,0,0.72
2330,台積電       ,20160622,166,4326,-5,2583,280,0,0,75,2,-2,3,15991,-14,5387,69.27,0.16,9.05,0.02,0,0,0.13,78.12,0.9,0.07,7,0,10708,1765320.88,0.17,0,0,0,0
2330,台積電       ,20160623,164,1827,-15,2898,536,0,0,0,3,-3,4,17818,-29,8285,60.86,0.14,9.03,0.02,0,0,0.09,78.12,0.9,0.09,7,0,11244,1849075.8,0.17,0,0,0,0
2330,台積電       ,20160624,159,-39336,-680,9460,1828,0,0,0,-1,-4,5,-39336,-709,17745,52.46,0.46,7.68,0.02,0,0,0.36,77.98,0.89,0.12,7,0,13072,2081846.72,0.2,0,0,0,0
2330,台積電       ,20160627,155.5,6304,475,-5051,302,0,992,0,1,1,-1,6304,475,-5051,45.14,0.94,7.01,0.27,100,0.23,0.18,77.99,0.9,0.1,7,0,13374,2076848.46,0.21,992,154047.68,0.02,7.42
2330,台積電       ,20160628,157,13679,222,-1615,0,100,341,0,2,2,-2,19983,697,-6666,53.36,0.6,2.81,0.26,94,0.24,0.16,78.04,0.9,0.1,7,0,13274,2075124.42,0.2,1333,208387.89,0.02,10.04
2330,台積電       ,20160629,159,14989,50,-1454,0,690,755,0,3,3,-3,34972,747,-8120,53.88,0.53,2.72,0.32,90,0.28,0.13,78.1,0.9,0.09,7,0,12584,2000604.32,0.19,2088,331950.24,0.03,16.59
2330,台積電       ,20160630,162.5,25195,-26,-2767,0,1014,1329,0,4,-1,-4,60167,-26,-10887,61.4,0.26,3.91,0.37,141,0.33,0.18,78.19,0.93,0.02,7,0,11570,1867360.98,0.18,3417,551492.87,0.05,29.53
2330,台積電       ,20160701,166,23286,-129,-1686,0,810,1460,0,5,-2,-5,83453,-155,-12573,55.36,0.23,3.08,0.32,102,0.28,0.15,78.28,0.92,0.01,7,0,10760,1777429.34,0.17,4877,805624.8,0.08,45.33
2330,台積電       ,20160704,166,12379,-183,-985,0,219,122,0,6,-3,-6,95832,-338,-13558,60.25,0.75,2.98,0.41,102,0.39,0.11,78.33,0.92,0.01,7,0,10541,1746572.02,0.16,4999,828300.31,0.08,47.42
2330,台積電       ,20160705,164,2104,-885,231,0,246,0,275,7,-4,1,97936,-1223,231,61.48,2.96,2.59,0.1,12,0.07,0.07,78.34,0.92,0.01,7,0,10295,1691195.68,0.16,4724,776028.01,0.07,45.89
2330,台積電       ,20160706,161.5,-11344,-689,1252,334,0,0,1015,-1,-5,2,-11344,-1912,1483,62.44,1.04,3.24,0.36,113,0.32,0.15,78.3,0.92,0.01,7,0,10629,1714480.02,0.16,3709,598269.49,0.06,34.9
2330,台積電       ,20160707,164.5,5787,-169,-1663,0,343,553,0,1,-6,-1,5787,-2081,-1663,47.51,0.53,4.3,0.14,27,0.11,0.1,78.32,0.92,0,7,0,10286,1687293.84,0.16,4262,699129.53,0.07,41.43
2330,台積電       ,20160711,170,26151,-319,-5609,0,25,949,0,2,-7,-2,31938,-2400,-7272,64.01,0.57,6.71,0.42,208,0.39,0.22,78.43,0.92,0,7,0,10261,1740983.87,0.16,5211,884150.37,0.08,50.78
2330,台積電       ,20160712,171,16099,23,-627,0,250,520,0,3,1,-3,48037,23,-7899,62.39,0.63,1.74,0.2,77,0.18,0.17,78.49,0.92,0,7,0,10011,1705574.07,0.15,5731,976390.47,0.09,57.25
2330,台積電       ,20160713,168.5,-13077,-719,1429,1267,0,0,845,-1,-1,1,-13077,-719,1429,73.98,0.89,2.57,0.21,95,0.18,0.21,78.44,0.91,0,7,0,11278,1898876.86,0.17,4886,822655.82,0.08,43.32
2330,台積電       ,20160714,169,8312,-413,-2820,0,140,324,0,1,-2,-1,8312,-1132,-2820,74.72,1.13,5.29,0.16,52,0.14,0.15,78.47,0.91,0,7,0,11138,1878646.46,0.17,5210,878770.7,0.08,46.78
2330,台積電       ,20160715,169.5,2857,-1087,587,0,301,1,0,2,-3,1,11169,-2219,587,69.38,1.32,2.32,0.25,96,0.23,0.17,78.48,0.91,0,7,0,10837,1823975.47,0.17,5211,877063.41,0.08,48.09
2330,台積電       ,20160718,169.5,6121,-598,394,0,372,12,0,3,-4,2,17290,-2817,981,73.79,1.44,2.53,0.21,49,0.2,0.1,78.56,0.91,0,7,0,10465,1769526.85,0.16,5223,883157.07,0.08,49.91
2330,台積電       ,20160719,170.5,9920,-795,-87,0,308,135,0,4,-5,-1,27210,-3612,-87,81.58,1.45,1.28,0.16,63,0.14,0.18,78.61,0.9,0,7,0,10157,1725369.59,0.16,5358,910163.46,0.08,52.75
2330,台積電       ,20160720,170,13026,28,-880,0,212,111,0,5,1,-2,40236,28,-967,76.45,0.58,3.15,0.05,14,0.04,0.16,78.69,0.9,0,7,0,9945,1688263.2,0.15,5469,928417.44,0.08,54.99
2330,台積電       ,20160721,172,11740,-614,137,0,638,279,0,6,-1,1,51976,-614,137,72.86,0.9,1.8,0.26,85,0.24,0.15,78.76,0.9,0,7,0,9307,1594568.31,0.14,5748,984804.84,0.09,61.76
2330,台積電       ,20160722,171,5743,-176,-1407,0,160,141,0,7,-2,-1,57719,-790,-1407,78.35,1.64,3.27,0.09,24,0.08,0.12,78.84,0.9,0,7,0,9147,1567155.51,0.14,5889,1008962.37,0.09,64.38
2330,台積電       ,20160725,171.5,4473,873,-124,0,141,151,0,8,1,-2,62192,873,-1531,61.98,2.07,2.58,0.24,60,0.22,0.11,78.88,0.9,0,7,0,9006,1539215.46,0.14,6040,1032296.4,0.09,67.07
2330,台積電       ,20160726,173,9523,-66,-19,0,662,0,143,9,-1,-3,71715,-66,-1550,72.37,1.15,0.63,0.09,24,0.07,0.14,78.99,0.9,0,7,0,8344,1436085.84,0.13,5897,1014932.67,0.09,70.67
2330,台積電       ,20160727,175,17819,-79,-451,0,217,228,0,10,-2,-4,89534,-145,-2001,60.9,0.12,1.52,0.12,36,0.1,0.15,79.06,0.9,0,7,0,8127,1422143.73,0.13,6125,1071813.75,0.09,75.37
2330,台積電       ,20160728,176.5,10860,240,-1166,0,397,118,0,11,1,-5,100394,240,-3167,72.49,0.56,2.5,0.16,43,0.14,0.13,79.1,0.9,0,7,0,7730,1356537.7,0.12,6243,1095584.07,0.1,80.76
2330,台積電       ,20160729,172.5,-2711,-258,1368,690,0,0,179,-1,-1,1,-2711,-258,1368,69.37,0.63,4.21,0.08,17,0.06,0.12,79.07,0.9,0,7,0,8420,1467353.4,0.13,6064,1056773.28,0.09,72.02
2330,台積電       ,20160801,177,14288,222,-3048,0,536,293,0,1,1,-1,14288,222,-3048,70.08,0.46,5.13,0.13,37,0.11,0.14,79.11,0.9,0,7,0,7884,1388608.92,0.12,6357,1119658.41,0.1,80.63
2330,台積電       ,20160802,176,753,-609,457,66,0,0,115,2,-1,1,15041,-609,457,75.79,1.98,2.62,0.09,10,0.07,0.06,79.1,0.9,0,7,0,7950,1400710.5,0.12,6242,1099777.98,0.1,78.52
2330,台積電       ,20160803,172.5,-10020,-162,1717,716,0,0,371,-1,-2,2,-10020,-771,2174,61.87,0.73,4.86,0.19,33,0.15,0.09,79.06,0.9,0,7,0,8666,1499044.68,0.13,5871,1015565.58,0.09,67.75
2330,台積電       ,20160804,174.5,1914,-133,-763,1,0,42,0,1,-3,-1,1914,-904,-763,72.41,1.42,3.69,0.19,23,0.16,0.06,79.07,0.9,0,7,0,8667,1505111.22,0.13,5913,1026851.58,0.09,68.22
2330,台積電       ,20160805,177,13042,-361,-2658,0,1204,161,0,2,-4,-2,14956,-1265,-3421,60.17,0.7,6.19,0.13,22,0.09,0.11,79.12,0.9,0,7,0,7463,1317592.65,0.12,6074,1072364.7,0.09,81.39
2330,台積電       ,20160808,178,2521,58,-510,0,93,4,0,3,1,-3,17477,58,-3931,66.48,1.02,2.46,0.07,8,0.05,0.07,79.12,0.9,0,7,0,7370,1307953.9,0.11,6078,1078662.66,0.09,82.47
2330,台積電       ,20160809,178.5,5246,92,-1136,0,138,65,0,4,2,-4,22723,150,-5067,68.28,1.82,4.42,0.12,17,0.1,0.07,79.14,0.9,0,7,0,7232,1293081.6,0.11,6143,1098368.4,0.09,84.94
2330,台積電       ,20160810,179.5,2335,-169,108,0,62,25,0,5,-1,1,25058,-169,108,80.09,1.01,1.8,0.05,8,0.04,0.08,79.15,0.9,0,7,0,7170,1282497.9,0.11,6168,1103270.16,0.1,86.03
2330,台積電       ,20160811,176.5,-8460,-370,760,436,0,0,435,-1,-2,2,-8460,-539,868,68.82,0.99,2.51,0.08,16,0.06,0.12,79.12,0.9,0,7,0,7606,1342991.42,0.12,5733,1012275.81,0.09,75.37
2330,台積電       ,20160812,177.5,6078,-244,-1019,0,109,228,0,1,-3,-1,6078,-783,-1019,80.88,0.59,2.76,0.01,0,0,0.1,79.14,0.9,0,7,0,7497,1332891.63,0.12,5961,1059806.19,0.09,79.51
2330,台積電       ,20160815,179,4621,-113,-330,0,237,38,0,2,-4,-2,10699,-896,-1349,71.68,0.41,1.98,0.03,2,0.01,0.06,79.16,0.9,0,7,0,7260,1295837.4,0.11,5999,1070761.51,0.09,82.63
2330,台積電       ,20160816,175.5,-9572,-297,2026,365,0,0,268,-1,-5,1,-9572,-1193,2026,74.88,0.57,3.68,0.07,17,0.05,0.14,79.12,0.89,0,7,0,7625,1343982.5,0.12,5731,1010146.06,0.09,75.16
2330,台積電       ,20160817,177,6921,-554,-2411,0,570,230,0,1,-6,-1,6921,-1747,-2411,71.98,1.15,5.31,0.06,11,0.05,0.1,79.15,0.89,0,7,0,7055,1247041.8,0.11,5961,1053666.36,0.09,84.49
2330,台積電       ,20160818,176,2517,-385,738,0,115,0,100,2,-7,1,9438,-2132,738,63.27,0.69,2.21,0.08,17,0.06,0.12,79.16,0.89,0,7,0,6940,1218178.2,0.11,5861,1028781.33,0.09,84.45
2330,台積電       ,20160819,174.5,-902,-974,-642,31,0,55,0,-1,-8,-1,-902,-3106,-642,69.86,2.07,2.95,0.04,5,0.02,0.1,79.15,0.89,0,7,0,6971,1221388.91,0.11,5916,1036542.36,0.09,84.87
2330,台積電       ,20160822,173,-6360,-115,959,223,0,0,200,-2,-9,1,-7262,-3221,959,67.88,0.29,3.39,0.11,19,0.09,0.09,79.13,0.89,0,7,0,7194,1241540.52,0.11,5716,986467.28,0.09,79.46
2330,台積電       ,20160823,174,3254,-419,-702,0,126,0,7,1,-10,-1,3254,-3640,-702,80.67,0.98,2.87,0.03,4,0.02,0.09,79.14,0.88,0,7,0,7068,1232164.44,0.11,5709,995249.97,0.09,80.77
2330,台積電       ,20160824,173.5,173,-148,-303,0,119,0,16,2,-11,-2,3427,-3788,-1005,77.25,0.77,3.86,0.02,1,0.01,0.05,79.15,0.88,0,7,0,6949,1210237.84,0.11,5693,991492.88,0.09,81.93
2330,台積電       ,20160825,177,9356,-145,-285,0,402,22,0,3,-12,-3,12783,-3933,-1290,65.28,0.72,2.82,0.15,32,0.13,0.1,79.18,0.88,0,7,0,6547,1153319.52,0.1,5715,1006754.4,0.09,87.29
2330,台積電       ,20160826,177,447,-429,908,150,0,0,3,4,-13,1,13230,-4362,908,84.8,1.52,3.4,0.11,15,0.09,0.07,79.18,0.88,0,7,0,6697,1181685.65,0.1,5712,1007882.4,0.09,85.29
2330,台積電       ,20160829,176.5,-2193,-83,97,118,0,0,32,-1,-14,2,-2193,-4445,1005,76.79,0.24,4.51,0.28,45,0.27,0.07,79.18,0.88,0,7,0,6815,1197054.75,0.11,5680,997692,0.09,83.35
2330,台積電       ,20160830,174.5,-7383,-243,1581,489,0,0,77,-2,-15,3,-9576,-4688,2586,74,1.52,4.89,0.05,5,0.03,0.08,79.15,0.88,0,7,0,7304,1276812.24,0.11,5603,979460.43,0.09,76.71
2330,台積電       ,20160831,176,8466,-45,-2932,0,364,45,0,1,-16,-1,8466,-4733,-2932,86.25,0.24,3.98,0.06,23,0.05,0.18,79.17,0.88,0,7,0,6940,1210821.8,0.11,5648,985406.56,0.09,81.38
2330,台積電       ,20160901,173.5,-8575,469,704,828,0,0,79,-1,1,1,-8575,469,704,71.29,1.49,5.29,0.34,84,0.32,0.11,79.14,0.88,0,7,0,7768,1335163.84,0.12,5569,957199.72,0.09,71.69
2330,台積電       ,20160902,174.5,2209,-62,-598,0,253,52,0,1,-1,-1,2209,-62,-598,78.33,0.2,2.99,0.2,35,0.18,0.08,79.15,0.88,0,7,0,7515,1298967.75,0.12,5621,971589.85,0.09,74.8
2330,台積電       ,20160905,176.5,7978,150,114,0,379,89,0,2,1,1,10187,150,114,78.33,0.44,1.52,0.03,4,0.01,0.12,79.19,0.88,0,7,0,7136,1245517.44,0.11,5710,996623.4,0.09,80.02
2330,台積電       ,20160906,179,6983,27,-717,0,231,106,0,3,2,-1,17170,177,-717,69.35,0.11,2.73,0.05,9,0.03,0.12,79.22,0.88,0,7,0,6905,1215556.2,0.11,5816,1023848.64,0.09,84.23
2330,台積電       ,20160907,184,7276,201,58,0,106,256,0,4,3,1,24446,378,58,56.46,1.05,2.26,0.56,275,0.54,0.21,79.26,0.88,0,7,0,6799,1244964.89,0.1,6072,1111843.92,0.09,89.31
2330,台積電       ,20160908,183,995,-121,521,455,0,0,40,5,-1,2,25441,-121,579,69.53,0.61,2.4,0.04,7,0.02,0.13,79.27,0.88,0,7,0,7254,1329585.66,0.11,6032,1105605.28,0.09,83.15
2330,台積電       ,20160909,179.5,-10503,-57,1943,941,0,0,92,-1,-2,3,-10503,-178,2522,70.95,0.22,3.81,0.48,141,0.46,0.13,79.22,0.88,0,7,0,8195,1476247.3,0.13,5940,1070031.6,0.09,72.48
2330,台積電       ,20160910,178,-8436,-70,-1997,101,0,0,38,-2,-3,-1,-18939,-248,-1997,28.35,0.55,11.22,0.76,107,0.69,0.06,79.19,0.88,0,7,0,8296,1473120.72,0.13,5902,1048018.14,0.09,71.14
2330,台積電       ,20160912,175,-22076,-307,2127,1046,0,0,355,-3,-4,1,-41015,-555,2127,65.1,0.42,3.07,0.53,218,0.51,0.18,79.11,0.88,0,7,0,9342,1639894.68,0.14,5547,973720.38,0.09,59.38
2330,台積電       ,20160913,175,-8800,-67,876,411,0,33,0,-4,-5,2,-49815,-622,3003,74.32,0.09,2.29,0.3,108,0.28,0.16,79.08,0.88,0,7,0,9753,1709115.72,0.15,5580,977839.2,0.09,57.21
2330,台積電       ,20160914,173.5,-19243,281,306,1160,0,0,123,-5,1,3,-69058,281,3309,76.95,0.34,1.8,0.12,51,0.1,0.22,79,0.88,0,7,0,10913,1898971.13,0.17,5457,949572.57,0.08,50
2330,台積電       ,20160919,182.5,19318,291,-2539,0,2202,1059,0,1,2,-1,19318,572,-2539,59.05,0.38,2.73,0.22,101,0.18,0.24,79.08,0.88,0,7,0,8711,1577474.99,0.13,6516,1179982.44,0.1,74.8
2330,台積電       ,20160920,183,4152,-127,592,0,267,92,0,2,-1,1,23470,-127,592,65.75,0.81,4.57,0.2,43,0.18,0.1,79.09,0.88,0,7,0,8444,1542549.92,0.13,6608,1207149.44,0.1,78.26
2330,台積電       ,20160921,184,5965,158,-1626,0,883,82,0,3,1,-1,29435,158,-1626,74.14,0.39,4.07,0.24,56,0.21,0.11,79.12,0.88,0,7,0,7561,1383663,0.12,6690,1224270,0.1,88.48
2330,台積電       ,20160922,185.5,8829,408,-645,0,390,175,0,4,2,-2,38264,566,-2271,60.15,2.34,2.9,0.13,23,0.11,0.09,79.15,0.88,0,7,0,7171,1325774.48,0.11,6865,1269201.2,0.11,95.73
2330,台積電       ,20160923,187.5,6939,-79,-333,285,0,26,0,5,-1,-3,45203,-79,-2604,71.57,0.19,2.47,0.06,7,0.03,0.1,79.17,0.88,0,7,0,7456,1389947.52,0.12,6891,1284620.22,0.11,92.42
2330,台積電       ,20160926,183,-6565,-237,1276,312,0,0,218,-1,-2,1,-6565,-316,1276,68.2,0.72,6.09,0.12,25,0.1,0.1,79.15,0.88,0,7,0,7768,1427913.76,0.12,6673,1226630.86,0.1,85.9
2330,台積電       ,20160929,185.5,15260,29,-1045,215,0,28,0,1,1,-1,15260,29,-1045,79.47,0.13,1.88,0.05,20,0.03,0.24,79.21,0.88,0,7,0,7983,1487232.9,0.12,6701,1248396.3,0.1,83.94
2330,台積電       ,20160930,182.5,-3469,945,581,918,0,0,140,-1,2,1,-3469,974,581,72.38,1.17,3.6,0.04,11,0.02,0.19,79.24,0.62,0,7,0,8901,1637694.99,0.14,6561,1207158.39,0.1,73.71
2330,台積電       ,20161003,186,5497,111,-527,0,862,48,0,1,3,-1,5497,1085,-527,69.11,1.38,4.07,0.32,54,0.28,0.08,79.26,0.62,0,7,0,8039,1492842.3,0.12,6609,1227291.3,0.1,82.21
2330,台積電       ,20161004,187,2635,-199,312,0,74,0,0,2,-1,1,8132,-199,312,80.32,0.67,2.38,0.12,17,0.1,0.07,79.26,0.62,0,7,0,7965,1482923.7,0.12,6609,1230463.62,0.1,82.98
2330,台積電       ,20161005,186,1581,-606,1054,171,0,0,12,3,-2,2,9713,-805,1366,66.34,1.58,9.27,0.1,17,0.09,0.08,79.27,0.62,0,7,0,8136,1508289.11,0.13,6597,1222982.21,0.1,81.08
2330,台積電       ,20161006,187.5,2090,119,-335,91,0,0,21,4,1,-1,11803,119,-335,71.98,0.84,3.46,0.28,41,0.26,0.07,79.27,0.62,0,7,0,8227,1533050.44,0.13,6576,1225396.83,0.1,79.93
2330,台積電       ,20161007,188,3579,89,-873,920,0,0,32,5,2,-2,15382,208,-1208,58.48,1.31,4.74,0.2,23,0.14,0.07,79.28,0.62,0,7,0,9147,1711586.64,0.14,6544,1224513.28,0.1,71.54
2330,台積電       ,20161011,187.5,-2799,164,232,154,0,0,136,-1,3,1,-2799,372,232,61.37,1.27,6,0.29,81,0.26,0.13,79.27,0.62,0,7,0,9301,1756493.85,0.14,6408,1210150.8,0.1,68.9
2330,台積電       ,20161012,189.5,1784,-237,592,0,74,8,0,1,-1,2,1784,-237,824,73.35,0.72,4.96,0.19,43,0.17,0.1,79.28,0.62,0,7,0,9227,1735464.91,0.14,6416,1206756.57,0.1,69.54
2330,台積電       ,20161013,188.5,-15117,-86,3345,442,0,0,47,-1,-2,3,-15117,-323,4169,69.04,0.45,6.83,0.18,69,0.17,0.17,79.22,0.62,0.01,7,0,9669,1822117.25,0.15,6369,1200234.23,0.1,65.87
2330,台積電       ,20161014,188,-10018,-455,-1631,0,1274,29,0,-2,-3,-1,-25135,-778,-1631,46.47,0.84,4.87,0.26,76,0.22,0.14,79.18,0.62,0.01,7,0,8395,1577042.72,0.13,6398,1201896.29,0.1,76.21
2330,台積電       ,20161017,186.5,-3802,-22,395,313,0,0,76,-3,-4,1,-28937,-800,395,74.09,0.14,4.82,0.16,56,0.15,0.16,79.17,0.62,0.01,7,0,8708,1621213.64,0.13,6322,1176999.61,0.1,72.6
2330,台積電       ,20161018,187,-1958,226,1100,323,0,34,0,-4,1,2,-30895,226,1495,83.03,0.55,2.09,0.11,40,0.1,0.17,79.16,0.62,0.01,7,0,9031,1684478.38,0.14,6356,1185532.56,0.1,70.38
2330,台積電       ,20161019,189.5,9042,43,-926,0,750,65,0,1,2,-1,9042,269,-926,74.96,0.38,3.42,0.09,27,0.07,0.16,79.2,0.62,0.01,7,0,8281,1564519.39,0.13,6421,1213111.82,0.1,77.54
2330,台積電       ,20161020,190.5,5848,318,-934,0,104,48,0,2,3,-2,14890,587,-1860,65.11,3.26,4.4,0.18,24,0.15,0.07,79.23,0.62,0.01,7,0,8177,1553462.37,0.13,6469,1228977.39,0.1,79.11
2330,台積電       ,20161021,188.5,-1121,-95,1431,342,0,0,34,-1,-1,1,-1121,-95,1431,69.73,0.97,8.73,0.24,49,0.22,0.09,79.23,0.62,0.01,7,0,8519,1621054.95,0.13,6435,1224496.85,0.1,75.54
2330,台積電       ,20161024,191,2706,286,-473,0,275,35,0,1,1,-1,2706,286,-473,74.08,1.12,2.93,0.04,2,0.01,0.06,79.24,0.62,0.01,7,0,8244,1571905.74,0.13,6470,1233652.37,0.1,78.48
2330,台積電       ,20161025,193,5391,-413,-563,0,295,0,58,2,-1,-2,8097,-413,-1036,69.64,1.72,4.08,0.12,19,0.1,0.08,79.26,0.62,0.01,7,0,7949,1527988.58,0.12,6412,1232540.29,0.1,80.66
2330,台積電       ,20161026,191.5,-5942,-9,1077,522,0,0,106,-1,-2,1,-5942,-422,1077,79.33,0.42,2.59,0.46,109,0.44,0.1,79.26,0.62,0.01,7,0,8471,1619844.95,0.13,6306,1205848.45,0.1,74.44
2330,台積電       ,20161027,188.5,-15023,74,3039,687,0,0,79,-2,1,2,-20965,74,4116,65.74,0.55,5.96,0.1,20,0.07,0.11,79.2,0.62,0.02,7,0,9158,1733662.52,0.14,6227,1178807.22,0.1,68
2330,台積電       ,20161028,189.5,-640,120,-950,0,412,67,0,-3,2,-1,-21605,194,-950,84.23,0.35,3.76,0.06,17,0.05,0.14,79.2,0.62,0.02,7,0,8746,1656108.45,0.13,6294,1191807.29,0.1,71.96
2330,台積電       ,20161031,188.5,-4010,13,-85,251,0,0,47,-4,3,-2,-25615,207,-1035,73.4,0.13,6.94,0.52,132,0.51,0.11,79.19,0.62,0,7,0,8997,1696744.23,0.14,6247,1178121.73,0.1,69.43
2330,台積電       ,20161101,189.5,-63,-51,1109,0,37,0,16,-5,-1,1,-25678,-51,1109,74.4,0.17,5.33,0.15,21,0.14,0.06,79.19,0.62,0,7,0,8960,1690623.87,0.14,6231,1175700.6,0.1,69.54
2330,台積電       ,20161102,186,-8260,357,630,920,0,0,200,-6,1,2,-33938,357,1739,54.43,1.15,2.87,0.17,17,0.1,0.07,79.15,0.62,0.01,7,0,9880,1844218.58,0.15,6031,1125757.32,0.09,61.04
2330,台積電       ,20161103,184.5,-9185,-212,854,61,0,0,204,-7,-1,3,-43123,-212,2593,60.26,0.56,3.33,0.21,48,0.19,0.11,79.12,0.62,0.01,7,0,9941,1839663.57,0.15,5827,1078334.13,0.09,58.62
2330,台積電       ,20161104,184.5,-4745,-194,-156,147,0,0,56,-8,-2,-1,-47868,-406,-156,66.32,1.8,3.04,0.17,23,0.15,0.06,79.1,0.62,0.01,7,0,10088,1864308.8,0.16,5771,1066507.35,0.09,57.21
2330,台積電       ,20161107,189,-483,111,-1583,0,533,163,0,-9,1,-2,-48351,111,-1739,56.05,0.84,6.88,0.3,54,0.25,0.09,79.1,0.62,0,7,0,9555,1793809.84,0.15,5934,1114020.68,0.09,62.1
2330,台積電       ,20161108,188.5,-1431,-137,1070,0,147,94,0,-10,-1,1,-49782,-137,1070,62.92,1,5.43,0.25,36,0.23,0.07,79.09,0.62,0.01,7,0,9408,1775575.6,0.15,6028,1137666.85,0.09,64.07
2330,台積電       ,20161109,182,-29870,-147,1041,1663,0,0,430,-11,-2,2,-79652,-284,2111,49.89,0.61,5.5,0.74,390,0.7,0.23,78.98,0.62,0.01,7,0,11071,2040850.28,0.17,5598,1031946.52,0.09,50.56
2330,台積電       ,20161110,185.5,-4202,269,2352,0,454,214,0,-12,1,3,-83854,269,4463,66.36,0.42,4.09,0.25,82,0.21,0.16,78.96,0.62,0.02,7,0,10617,1982683.34,0.16,5812,1085368.33,0.09,54.74
2330,台積電       ,20161111,181.5,-31533,224,-196,1012,0,0,214,-13,2,-1,-115387,493,-196,65.14,0.72,1.62,1.89,1264,1.87,0.28,78.84,0.62,0.02,7,0,11629,2113303.28,0.18,5598,1017307.75,0.09,48.14
2330,台積電       ,20161114,180.5,-29711,-164,2092,191,0,0,103,-14,-1,1,-145098,-164,2092,57.58,0.25,3.26,0.2,86,0.18,0.2,78.73,0.62,0.03,7,0,11820,2136209.69,0.18,5495,993102.56,0.08,46.49
2330,台積電       ,20161115,180,-12820,213,-959,118,0,59,0,-15,1,-1,-157918,213,-959,57.87,0.52,3.91,0.34,108,0.32,0.14,78.68,0.62,0.02,7,0,11938,2156037.42,0.18,5554,1003068.51,0.09,46.52
2330,台積電       ,20161116,180,-11577,257,1204,0,127,100,0,-16,2,1,-169495,470,1204,63.88,1.13,4.84,0.34,114,0.32,0.15,78.63,0.62,0.03,7,0,11811,2142878,0.18,5654,1025809.18,0.09,47.87
