證券代碼,簡稱,年月日,未調整收盤價(元),外資買賣超(張),投信買賣超(張),自營買賣超(張),融資增加(張),融資減少(張),融券增加(張),融券減少(張),外資買賣超日數,投信買賣超日數,自營買賣超日數,外資連續累計買賣超(張),投信連續累計買賣超(張),自營連續累計買賣超(張),外資成交比重,投信成交比重,自營成交比重,信用交易比重,資券互抵(張),資券互抵比例,實際週轉率％,外資總持股率_不含董監%,投信持股率％,自營持股率％,董監持股％,董監質押％,融資餘額(張),融資餘額(千元),融資使用率,融券餘額(張),融券餘額(千元),融券使用率,券資比
2330,台積電       ,20190827,250,-1124,591,-302,285,0,0,5,-3,7,-1,-18194,2971,-302,87.69,0.59,0.52,0.01,2,0,0.22,77.12,1,0.01,6.59,0.01,12550,3136177.23,0.19,1091,272635.01,0.02,8.69
2330,台積電       ,20190828,252,2649,145,-409,0,3,79,0,1,8,-2,2649,3116,-711,63.36,0.47,2.58,0.06,2,0.01,0.06,77.13,1,0.01,6.59,0.01,12547,3162923.04,0.19,1170,294940.62,0.02,9.32
2330,台積電       ,20190829,254,3694,-6,-10,0,437,43,0,2,-1,-3,6343,-6,-721,72.92,0.6,0.81,0.03,1,0,0.08,77.14,1,0.01,6.59,0.01,12110,3062024.4,0.19,1213,306708.14,0.02,10.02
2330,台積電       ,20190830,259,17557,50,376,0,584,122,0,3,1,1,23900,50,376,61.41,0.07,1.1,0.02,0,0,0.15,77.2,1,0.01,6.59,0.01,11526,2968903.96,0.18,1335,343873.57,0.02,11.58
2330,台積電       ,20190902,257.5,817,-17,533,6,0,0,13,4,-1,2,24717,-17,909,53.2,1,3.41,0.02,0,0,0.06,77.2,1,0.01,6.59,0.01,11532,2965910.47,0.18,1322,340004.65,0.02,11.46
2330,台積電       ,20190903,254,-9509,191,1604,751,0,0,94,-1,1,3,-9509,191,2513,61.93,1.11,3.48,0.03,1,0,0.11,77.23,1,0.02,6.59,0.01,12283,3127838.93,0.19,1228,312707.5,0.02,10
2330,台積電       ,20190904,257.5,4568,274,1498,0,309,259,0,1,2,4,4568,465,4011,65.19,1.04,5.14,0.03,1,0,0.1,77.24,1,0.03,6.59,0.01,11974,3072840.92,0.18,1487,381603.01,0.02,12.42
2330,台積電       ,20190905,263,33655,1002,-1654,0,1802,0,0,2,3,-1,38223,1467,-1654,55.3,1.58,2.42,0.03,1,0,0.2,77.37,1.01,0.02,6.59,0.01,10172,2669364.72,0.16,1487,390222.7,0.02,14.62
2330,台積電       ,20190906,263.5,12059,317,-355,0,581,0,46,3,4,-2,50282,1784,-2009,59.85,0.64,1.64,0.04,4,0.02,0.11,77.42,1.01,0.02,6.59,0.01,9591,2529124.64,0.15,1441,379988.39,0.02,15.02
2330,台積電       ,20190909,265,7890,134,-846,0,286,0,26,4,5,-3,58172,1918,-2855,44.37,0.49,3.67,0.04,2,0.01,0.07,77.45,1.01,0.01,6.59,0.01,9305,2463847.69,0.14,1415,374674.31,0.02,15.21
2330,台積電       ,20190910,261.5,-1303,-331,1280,410,0,0,299,-1,-1,1,-1303,-331,1280,65.88,0.66,2.97,0.02,0,0,0.12,77.46,1.01,0.02,6.59,0.01,9715,2544388.62,0.15,1116,292283.86,0.02,11.49
2330,台積電       ,20190911,263,714,399,-813,677,0,0,214,1,1,-1,714,399,-813,65.64,0.57,3.98,0.03,3,0.01,0.15,77.47,1.01,0.02,6.59,0.01,10392,2724763.69,0.16,902,236502.78,0.01,8.68
2330,台積電       ,20190912,262.5,4232,162,510,74,0,0,811,2,2,1,4946,561,510,79.54,0.25,1.63,0.02,0,0,0.16,77.47,1.01,0.02,6.59,0.01,10466,2751508.26,0.16,91,23923.87,0,0.87
2330,台積電       ,20190916,265.5,13513,16,125,0,415,0,91,3,3,2,18459,577,635,69.3,0.09,1.79,0.02,0,0,0.16,77.52,1.01,0.02,6.59,0.01,10051,2649577.28,0.16,0,0,0,0
2330,台積電       ,20190917,265,9470,87,-107,0,78,0,0,4,4,-1,27929,664,-107,68.11,0.22,2.67,0.01,0,0,0.12,77.55,1.01,0.02,6.59,0.01,9973,2646335.55,0.15,0,0,0,0
2330,台積電       ,20190918,267,26751,-252,-738,0,566,0,0,5,-1,-2,54680,-252,-845,53.44,0.48,4.27,0.02,0,0,0.21,77.65,1.01,0.02,6.59,0.01,9407,2519180.49,0.15,0,0,0,0
2330,台積電       ,20190919,265,2463,122,-287,278,0,214,0,6,1,-3,57143,122,-1132,55.57,1.54,1.65,0.11,24,0.09,0.11,77.72,1.01,0.01,6.59,0.01,9685,2572793.13,0.15,214,56848.5,0,2.21
2330,台積電       ,20190920,264,-571,850,341,7,0,144,0,-1,2,1,-571,972,341,80.27,1.78,1.34,0.03,9,0.02,0.18,77.72,1.01,0.02,6.59,0.01,9692,2563729.78,0.15,358,94698.23,0.01,3.69
2330,台積電       ,20190923,264,985,-136,-133,0,29,29,0,1,-1,-1,985,-136,-133,57.73,1.98,1.59,0.03,1,0.01,0.06,77.76,1.01,0.02,6.59,0.01,9663,2547642.22,0.15,387,102032.24,0.01,4
2330,台積電       ,20190924,265,-1406,-7,-724,133,0,92,0,-1,-2,-2,-1406,-143,-857,62.45,0.13,3.96,0.02,3,0.01,0.1,77.84,1.01,0.01,6.59,0.01,9796,2587319.52,0.15,479,126513.48,0.01,4.89
2330,台積電       ,20190925,266,3075,1240,-1550,0,51,116,0,1,1,-3,3075,1240,-2407,69.96,2.71,3.85,0.04,6,0.03,0.1,77.9,1.02,0.01,6.59,0.01,9745,2575857.84,0.15,595,157274.03,0.01,6.11
2330,台積電       ,20190926,268,5415,719,-1261,0,216,170,0,2,2,-4,8490,1959,-3668,65.86,1.08,2.32,0.05,13,0.04,0.14,77.92,1.02,0,6.59,0.01,9529,2551786.16,0.15,765,204860.57,0.01,8.03
2330,台積電       ,20190927,272,19173,1032,-190,0,25,374,0,3,3,-5,27663,2991,-3858,59.17,1.21,1.6,0.08,26,0.06,0.18,77.99,0.6,0,6.59,0.01,9504,2582421.18,0.15,1139,309488.4,0.02,11.98
2330,台積電       ,20191001,280,26718,518,-487,277,0,550,0,4,4,-6,54381,3509,-4345,62.2,0.42,1.86,0.04,15,0.02,0.31,78.1,0.6,0,6.59,0.01,9781,2714913.15,0.15,1689,468815.9,0.03,17.27
2330,台積電       ,20191002,279.5,5829,401,-366,473,0,120,0,5,5,-7,60210,3910,-4711,61.27,1.22,2.63,0.04,3,0.01,0.13,78.12,0.6,0,6.59,0.01,10254,2868728.77,0.16,1809,506098.14,0.03,17.64
2330,台積電       ,20191003,276.5,-6844,301,819,724,0,0,313,-1,6,1,-6844,4211,819,64.49,0.56,1.63,0.04,6,0.02,0.15,78.09,0.6,0,6.59,0.01,10978,3026916.73,0.17,1496,412485.65,0.02,13.63
2330,台積電       ,20191004,276.5,-2019,329,432,111,0,0,30,-2,7,2,-8863,4540,1251,60.94,0.48,1.88,0.04,8,0.02,0.15,78.09,0.6,0,6.59,0.01,11089,3072961.5,0.17,1466,406254.99,0.02,13.22
2330,台積電       ,20191007,278,387,210,-240,0,72,28,0,1,8,-1,387,4750,-240,43.2,0.67,1.75,0.04,2,0.01,0.07,78.09,0.6,0,6.59,0.01,11017,3068816.2,0.17,1494,416157.88,0.02,13.56
2330,台積電       ,20191008,286.5,16431,-78,-899,0,288,345,0,2,-1,-2,16818,-78,-1139,61.6,0.24,2.35,0.06,12,0.03,0.16,78.15,0.6,0,6.59,0.01,10729,3052109.74,0.17,1839,523145.66,0.03,17.14
2330,台積電       ,20191009,282,-2689,168,-1715,777,0,0,232,-1,1,-3,-2689,168,-2854,56.91,0.68,5.93,0.04,5,0.01,0.14,78.14,0.6,0,6.59,0.01,11506,3261091.5,0.18,1607,455464.46,0.02,13.97
2330,台積電       ,20191014,290,4962,155,1375,238,0,125,0,1,2,1,4962,323,1375,69.27,0.3,1.68,0.03,4,0.01,0.22,78.16,0.6,0,6.59,0.01,11744,3410387.14,0.18,1732,502962.41,0.03,14.75
2330,台積電       ,20191015,293.5,4490,-100,309,329,0,471,0,2,-1,2,9452,-100,1684,71.95,0.45,1.24,0.03,2,0,0.23,78.19,0.6,0,6.59,0.01,12073,3547299.73,0.19,2203,647287.44,0.03,18.25
2330,台積電       ,20191016,296.5,6835,-184,-1777,0,36,132,0,3,-2,-1,16287,-284,-1777,64.35,0.23,3.22,0.03,2,0,0.18,78.23,0.6,0,6.59,0.01,12037,3553667.86,0.19,2335,689359.01,0.04,19.4
2330,台積電       ,20191017,293.5,-338,-9,979,487,0,0,82,-1,-3,1,-338,-293,979,62.58,0.15,1.91,0.03,2,0,0.17,78.24,0.6,0,6.59,0.01,12524,3673500.86,0.19,2253,660842.98,0.03,17.99
2330,台積電       ,20191018,293,6131,-130,-772,70,0,0,34,1,-4,-1,6131,-423,-772,51.75,0.39,2.24,0.03,4,0.01,0.19,78.27,0.6,0,6.59,0.01,12594,3684438.93,0.19,2219,649179.77,0.03,17.62
2330,台積電       ,20191021,290,2288,14,840,814,0,0,111,2,1,1,8419,14,840,45.13,0.25,1.76,0.02,0,0,0.15,78.28,0.6,0,6.59,0.01,13408,3884486.65,0.21,2108,610717.32,0.03,15.72
2330,台積電       ,20191022,294,10371,19,-164,0,145,34,0,3,2,-1,18790,33,-164,55,0.05,1.54,0.03,0,0,0.11,78.32,0.6,0,6.59,0.01,13263,3883962.12,0.2,2142,627267.35,0.03,16.15
2330,台積電       ,20191023,293,1630,-86,-1893,120,0,17,0,4,-1,-2,20420,-86,-2057,52.65,0.5,5.55,0.02,2,0.01,0.13,78.33,0.6,0,6.59,0.01,13383,3910438.99,0.21,2159,630847.93,0.03,16.13
2330,台積電       ,20191024,293,7189,-200,-77,92,0,0,31,5,-2,-3,27609,-286,-2134,58.22,0.34,3.03,0.02,2,0.01,0.12,78.36,0.6,0,6.59,0.01,13475,3938481.09,0.21,2128,621973.12,0.03,15.79
2330,台積電       ,20191025,293.5,9998,-141,-104,0,243,39,0,6,-3,-4,37607,-427,-2238,60.35,0.28,1.09,0.03,2,0.01,0.1,78.4,0.6,0,6.59,0.01,13232,3883749.46,0.2,2167,636040.29,0.03,16.38
2330,台積電       ,20191028,294.5,7300,-388,26,542,0,0,17,7,-4,1,44907,-815,26,41.28,0.96,1.6,0.05,2,0.01,0.08,78.43,0.6,0,6.59,0.01,13774,4059806.61,0.21,2150,633700.03,0.03,15.61
2330,台積電       ,20191029,298.5,17771,-237,-1020,0,1074,162,0,8,-5,-1,62678,-1052,-1020,58.42,0.62,2.2,0.11,32,0.09,0.15,78.49,0.6,0,6.59,0.01,12700,3777715.33,0.2,2312,687722.66,0.04,18.2
2330,台積電       ,20191030,299.5,4348,-27,-260,0,415,95,0,9,-6,-2,67026,-1079,-1280,67.46,0.29,1.61,0.03,3,0.01,0.13,78.51,0.6,0,6.59,0.01,12285,3661002.48,0.19,2407,717300.2,0.04,19.59
2330,台積電       ,20191031,298.5,8098,44,-436,83,0,34,0,10,1,-3,75124,44,-1716,65.12,0.2,1.56,0.03,4,0.01,0.18,78.53,0.6,0,6.59,0.01,12368,3705884.44,0.19,2441,731408.79,0.04,19.74
2330,台積電       ,20191101,299,6384,130,-34,61,0,0,32,11,2,-4,81508,174,-1750,64.41,0.25,1.72,0.02,1,0,0.12,78.56,0.6,0,6.59,0.01,12429,3701202.08,0.19,2409,717370.33,0.04,19.38
2330,台積電       ,20191104,307,7992,96,397,1063,0,245,0,12,3,1,89500,270,397,42.2,0.33,1.33,0.08,17,0.04,0.19,78.59,0.6,0,6.59,0.01,13492,4113683.82,0.21,2654,809199.29,0.04,19.67
2330,台積電       ,20191105,310.5,2847,410,468,107,0,45,0,13,4,2,92347,680,865,54.84,1.07,1.28,0.04,4,0.01,0.13,78.59,0.6,0,6.59,0.01,13599,4201808.14,0.21,2699,833934.86,0.04,19.85
2330,台積電       ,20191106,311,2434,359,514,87,0,32,0,14,5,3,94781,1039,1379,53.86,1.07,2.84,0.05,3,0.01,0.09,78.6,0.6,0,6.59,0.01,13686,4241483,0.21,2731,846375.13,0.04,19.95
2330,台積電       ,20191107,309,-2647,971,40,294,0,0,80,-1,6,4,-2647,2010,1419,54.52,2.61,2.22,0.04,2,0.01,0.12,78.59,0.6,0,6.59,0.01,13980,4308636,0.22,2651,817038.2,0.04,18.96
2330,台積電       ,20191108,305.5,-4686,820,630,51,0,0,200,-2,7,5,-7333,2830,2049,56.85,2.09,2.39,0.04,3,0.01,0.11,78.58,0.61,0,6.59,0.01,14031,4301100.62,0.22,2451,751336.16,0.04,17.47
2330,台積電       ,20191111,301,1333,-271,507,0,362,0,178,1,-1,6,1333,-271,2556,58.41,0.73,1.63,0.06,9,0.03,0.15,78.58,0.61,0,6.59,0.01,13669,4129523.82,0.21,2273,686693.08,0.04,16.63
2330,台積電       ,20191112,305,-2390,132,75,97,0,45,0,-1,1,7,-2390,132,2631,61.14,0.93,1.09,0.07,8,0.04,0.08,78.57,0.61,0,6.59,0.01,13766,4179924.76,0.21,2318,703840.3,0.04,16.84
2330,台積電       ,20191113,304,456,-20,-174,67,0,26,0,1,-1,-1,456,-20,-174,72.95,0.05,3.25,0.01,0,0,0.08,78.59,0.61,0,6.59,0.01,13833,4192335.49,0.21,2344,710390.69,0.04,16.94
2330,台積電       ,20191114,303.5,-2051,54,-235,0,52,0,16,-1,1,-2,-2051,54,-409,62.02,0.79,2.25,0.03,0,0,0.06,78.57,0.61,0,6.59,0.01,13781,4183624.96,0.21,2328,706732.38,0.04,16.89
2330,台積電       ,20191115,307,-2802,673,-579,0,84,76,0,-2,2,-3,-4853,727,-988,58.9,1.21,1.46,0.03,4,0.01,0.12,78.56,0.61,0,6.59,0.01,13697,4194083.04,0.21,2404,736115.62,0.04,17.55
2330,台積電       ,20191118,311,1888,1277,-386,83,0,157,0,1,3,-4,1888,2004,-1374,47.39,3.49,1.26,0.04,0,0,0.08,78.57,0.62,0,6.59,0.01,13780,4261889.42,0.21,2561,792068.13,0.04,18.58
2330,台積電       ,20191119,315,12555,16,-770,0,359,141,0,2,4,-5,14443,2020,-2144,63.61,0.94,2.17,0.03,1,0,0.14,78.62,0.62,0,6.59,0.01,13421,4203408.88,0.21,2702,846256.67,0.04,20.13
2330,台積電       ,20191120,313.5,-3144,661,-1,3,0,52,0,-1,5,-6,-3144,2681,-2145,61.68,1.54,3.81,0.03,1,0,0.1,78.61,0.62,0,6.59,0.01,13424,4202001.96,0.21,2754,862061.49,0.04,20.52
2330,台積電       ,20191121,311,-10795,652,371,0,8,0,139,-2,6,1,-13939,3333,371,59.43,1.22,1.98,0.07,14,0.05,0.12,78.57,0.62,0,6.59,0.01,13416,4149645.27,0.21,2615,808834.41,0.04,19.49
2330,台積電       ,20191122,309,-8432,-177,585,25,0,4,0,-3,-1,2,-22371,-177,956,67.34,1.01,1.87,0.03,1,0,0.11,78.53,0.62,0,6.59,0.01,13441,4154453.15,0.21,2619,809501.73,0.04,19.49
2330,台積電       ,20191125,307,-3721,-46,-774,0,32,0,4,-4,-2,-1,-26092,-223,-774,65.33,0.24,2.62,0.03,0,0,0.08,78.52,0.62,0,6.59,0.01,13409,4142343.14,0.21,2615,807832.6,0.04,19.5
2330,台積電       ,20191126,307,-6769,-105,746,411,0,0,84,-5,-3,1,-32861,-328,746,90.07,0.17,0.72,0.01,1,0,0.42,78.49,0.62,0,6.59,0.01,13820,4248693.66,0.21,2531,778107.35,0.04,18.31
2330,台積電       ,20191127,311,886,-2,750,0,793,43,0,1,-4,2,886,-330,1496,69.02,0.66,2.73,0.04,1,0.01,0.08,78.49,0.62,0,6.59,0.01,13027,4030457.4,0.2,2574,796376.55,0.04,19.76
2330,台積電       ,20191128,309.5,3485,213,33,155,0,0,5,2,1,3,4371,213,1529,65.41,0.95,2.17,0.04,3,0.02,0.08,78.51,0.62,0,6.59,0.01,13182,4085375.99,0.2,2569,796186.54,0.04,19.49
2330,台積電       ,20191129,305,-11373,342,878,514,0,0,189,-1,2,4,-11373,555,2407,51.2,0.65,3.93,0.03,1,0,0.13,78.45,0.62,0,6.59,0.01,13696,4191510.14,0.21,2380,728372.82,0.04,17.38
2330,台積電       ,20191202,307.5,7443,217,-21,0,203,90,0,1,3,-1,7443,772,-21,59.98,0.73,1.37,0.04,2,0.01,0.11,78.48,0.62,0,6.59,0.01,13493,4148061.24,0.21,2470,759335.3,0.04,18.31
2330,台積電       ,20191203,307,123,-37,1082,0,70,0,327,2,-1,1,7566,-37,1082,66.74,0.27,2.09,0.02,1,0,0.11,78.48,0.62,0,6.59,0.01,13423,4107719.88,0.21,2143,655803,0.03,15.97
2330,台積電       ,20191204,306,-2147,-165,469,0,243,0,143,-1,-2,2,-2147,-202,1551,69.6,0.4,1.96,0.02,2,0.01,0.14,78.47,0.62,0.01,6.59,0.01,13180,4021476.33,0.2,2000,610239.2,0.03,15.17
2330,台積電       ,20191205,312,14561,98,-762,0,440,26,0,1,1,-1,14561,98,-762,65.91,0.27,1.51,0.05,10,0.03,0.16,78.55,0.62,0,6.59,0.01,12740,3963070.02,0.2,2026,630233.9,0.03,15.9
2330,台積電       ,20191206,313,1683,-59,-372,364,0,0,47,2,-1,-2,16244,-59,-1134,56.35,0.61,2.22,0.05,1,0.01,0.08,78.54,0.62,0,6.59,0.01,13104,4109359.36,0.2,1979,620606.09,0.03,15.1
2330,台積電       ,20191209,316,-285,93,659,264,0,0,57,-1,1,1,-285,93,659,60.31,0.9,2.07,0.03,0,0,0.1,78.54,0.62,0,6.59,0.01,13368,4218478.27,0.21,1922,606516.7,0.03,14.38
2330,台積電       ,20191210,313.5,-5549,75,264,18,0,0,199,-2,2,2,-5834,168,923,65.32,1.11,2.02,0.04,1,0,0.09,78.51,0.62,0.01,6.59,0.01,13386,4199564.35,0.21,1723,540553.52,0.03,12.87
2330,台積電       ,20191211,319,3834,219,-871,0,542,14,0,1,3,-1,3834,387,-871,65.73,0.44,2.46,0.03,1,0,0.14,78.53,0.62,0,6.59,0.01,12844,4065588.38,0.2,1737,549823.03,0.03,13.52
2330,台積電       ,20191212,331.5,9141,155,-906,0,90,0,309,2,4,-2,12975,542,-1777,54.44,0.44,3.84,0.07,20,0.04,0.22,78.55,0.62,0,6.59,0.01,12754,4214027.46,0.2,1428,471823.05,0.02,11.2
2330,台積電       ,20191213,339,5357,39,-1023,0,425,0,1363,3,5,-3,18332,581,-2800,62.14,0.57,2.41,0.03,0,0,0.25,78.56,0.62,0,6.59,0.01,12329,4193937.44,0.19,65,22110.95,0,0.53
2330,台積電       ,20191216,336,-14085,-18,1085,1127,0,0,65,-1,-1,1,-14085,-18,1085,73.53,0.48,1.66,0.02,0,0,0.2,78.49,0.62,0,6.59,0.01,13456,4529628.69,0.21,0,0,0,0
2330,台積電       ,20191217,345,572,86,323,692,0,0,0,1,1,2,572,86,1408,64.15,0.56,1.14,0.02,0,0,0.17,78.47,0.62,0,6.59,0.01,14148,4833617.51,0.22,0,0,0,0
2330,台積電       ,20191218,344.5,-9353,295,274,381,0,0,0,-1,2,3,-9353,381,1682,69.91,0.93,1.25,0.02,0,0,0.18,78.45,0.62,0,6.59,0.01,14529,4990868.41,0.22,0,0,0,0
2330,台積電       ,20191219,335,-22919,61,2149,1858,0,98,0,-2,3,4,-32272,442,3831,49.86,0.92,3.23,0.17,76,0.14,0.23,78.36,0.63,0.01,6.59,0.01,16387,5526863.15,0.25,98,33052.58,0,0.6
2330,台積電       ,20191220,329,-19675,-891,3114,1735,0,58,0,-3,-1,5,-51947,-891,6945,64.66,0.97,2.4,0.2,160,0.19,0.36,78.28,0.62,0.02,6.59,0.01,18122,5982505.32,0.28,156,51499.33,0,0.86
2330,台積電       ,20191223,334,3971,74,378,0,574,201,0,1,1,6,3971,74,7323,53.29,1.27,2.26,0.06,6,0.02,0.11,78.34,0.62,0.02,6.59,0.01,17548,5818792.21,0.27,357,118378.67,0.01,2.03
2330,台積電       ,20191224,332,-838,39,-166,55,0,0,103,-1,2,-1,-838,113,-166,48.62,0.45,2.05,0.05,1,0.01,0.06,78.39,0.62,0.02,6.59,0.01,17603,5863869.11,0.27,254,84611.87,0,1.44
2330,台積電       ,20191225,333,-573,195,1174,0,135,26,0,-2,3,1,-1411,308,1174,14.54,0.97,8.07,0.03,0,0,0.05,78.39,0.62,0.03,6.59,0.01,17468,5804833,0.27,280,93047.47,0,1.6
2330,台積電       ,20191226,333,1760,-344,-333,110,0,0,5,1,-1,-1,1760,-344,-333,22.43,1.6,4.21,0.04,0,0,0.05,78.4,0.62,0.03,6.59,0.01,17578,5850675.58,0.27,275,91531.22,0,1.56
2330,台積電       ,20191227,338,4034,76,221,0,120,86,0,2,1,1,5794,76,221,49.94,0.38,1.69,0.06,1,0.01,0.07,78.42,0.62,0.03,6.59,0.01,17458,5887356.1,0.27,361,121739.92,0.01,2.07
2330,台積電       ,20191230,334.5,-3711,-107,-129,335,0,0,7,-1,-1,-1,-3711,-107,-129,48.27,0.93,2.78,0.03,1,0,0.09,78.41,0.62,0.03,6.59,0.01,17793,5991767.84,0.27,354,119209,0.01,1.99
2330,台積電       ,20191231,331,-6973,-407,471,182,0,0,28,-2,-2,1,-10684,-514,471,47.57,1.34,1.62,0.07,8,0.03,0.09,78.37,0.57,0.03,6.59,0.01,17975,5963758.08,0.28,326,108160.51,0.01,1.81
2330,台積電       ,20200102,339,-4757,-179,-17,0,777,119,0,-3,-3,-1,-15441,-693,-17,46.33,0.33,2.1,0.04,4,0.01,0.14,78.36,0.57,0.03,6.59,0.01,17198,5799906.83,0.27,445,150073.18,0.01,2.59
2330,台積電       ,20200103,339.5,2593,197,-1108,0,905,126,0,1,1,-2,2593,197,-1125,41.69,0.33,3.17,0.08,16,0.04,0.17,78.38,0.57,0.03,6.59,0.01,16293,5542621.17,0.25,571,194245.18,0.01,3.5
2330,台積電       ,20200106,332,-16095,-864,822,1848,0,0,227,-1,-1,1,-16095,-864,822,37.85,1.15,2.59,0.06,11,0.02,0.19,78.32,0.57,0.03,6.59,0.01,18141,6040982.03,0.28,344,114552.55,0.01,1.9
2330,台積電       ,20200107,329.5,-14355,-302,631,0,672,7,0,-2,-2,2,-30450,-1166,1453,45.96,1,2.3,0.05,14,0.03,0.21,78.26,0.57,0.03,6.59,0.01,17469,5757019,0.27,351,115674.26,0.01,2.01
2330,台積電       ,20200108,329.5,-792,-19,-423,255,0,181,0,-3,-3,-1,-31242,-1185,-423,47.81,0.28,2.77,0.05,10,0.03,0.16,78.27,0.57,0.03,6.59,0.01,17724,5836238.48,0.27,532,175179.35,0.01,3
2330,台積電       ,20200109,337.5,10077,60,-682,0,489,110,0,1,1,-2,10077,60,-1105,42.03,0.43,2.61,0.05,3,0.01,0.13,78.31,0.57,0.03,6.59,0.01,17235,5793772.75,0.27,642,215816.77,0.01,3.72
2330,台積電       ,20200110,339.5,1689,-78,-879,0,268,108,0,2,-1,-3,11766,-78,-1984,46.66,0.14,3.93,0.04,1,0,0.12,78.33,0.57,0.02,6.59,0.01,16967,5740226.24,0.26,750,253737.83,0.01,4.42
2330,台積電       ,20200113,341.5,5692,-236,140,0,30,44,0,3,-2,1,17458,-314,140,61.77,0.98,1.97,0.03,0,0,0.13,78.35,0.57,0.03,6.59,0.01,16937,5775327.31,0.26,794,270745.11,0.01,4.69
2330,台積電       ,20200114,346,4419,-262,714,0,473,95,0,4,-3,2,21877,-576,854,51.43,0.72,1.96,0.05,2,0.01,0.13,78.37,0.57,0.03,6.59,0.01,16464,5686074.54,0.25,889,307028.68,0.01,5.4
2330,台積電       ,20200115,340,-17904,-936,-323,432,0,0,82,-1,-4,-1,-17904,-1512,-323,60.94,0.91,3.81,0.04,3,0.01,0.23,78.31,0.56,0.03,6.59,0.01,16896,5755526.09,0.26,807,274899.95,0.01,4.78
2330,台積電       ,20200116,334.5,-24571,-147,2603,3086,0,0,129,-2,-5,1,-42475,-1659,2603,59.23,0.35,3.36,0.09,31,0.05,0.24,78.21,0.56,0.04,6.59,0.01,19982,6669360.17,0.31,678,226294.98,0.01,3.39
2330,台積電       ,20200117,333,-17769,-1277,33,0,115,0,70,-3,-6,2,-60244,-2936,2636,57.81,1.37,3.05,0.06,15,0.03,0.22,78.14,0.56,0.04,6.59,0.01,19867,6625191.53,0.31,608,202754.14,0.01,3.06
2330,台積電       ,20200120,333,-3628,-601,1169,418,0,221,0,-4,-7,3,-63872,-3537,3805,58.34,0.88,2.29,0.03,2,0.01,0.15,78.14,0.55,0.04,6.59,0.01,20285,6770246.55,0.31,829,276683.97,0.01,4.09
2330,台積電       ,20200130,316.5,-27189,-1955,-1955,1276,0,0,173,-5,-8,-1,-91061,-5492,-1955,56.51,1.2,3.34,0.08,62,0.05,0.52,78.03,0.55,0.03,6.59,0.01,21561,6925367.33,0.33,656,210706.41,0.01,3.04
2330,台積電       ,20200131,320,-16245,-76,-402,0,721,33,0,-6,-9,-2,-107306,-5568,-2357,60.59,0.45,2.63,0.06,22,0.03,0.26,77.96,0.55,0,6.59,0.01,20840,6693149.46,0.32,689,221285.03,0.01,3.31
2330,台積電       ,20200203,315,-10692,330,1309,0,298,0,52,-7,1,1,-117998,330,1309,44.31,0.48,2.54,0.05,15,0.03,0.25,77.92,0.55,0.01,6.59,0.01,20542,6461601.14,0.32,637,200371.92,0.01,3.1
2330,台積電       ,20200204,325,6327,-306,-1558,0,778,393,0,1,-1,-1,6327,-306,-1558,53.64,0.79,2.95,0.05,6,0.01,0.22,77.93,0.55,0,6.59,0.01,19764,6390989.81,0.3,1030,333066.16,0.02,5.21
2330,台積電       ,20200205,327.5,3003,-44,-1427,0,1556,127,0,2,-2,-2,9330,-350,-2985,53.73,0.28,3.48,0.06,8,0.02,0.15,77.94,0.55,0,6.59,0.01,18208,5962542.81,0.28,1157,378880.82,0.02,6.35
2330,台積電       ,20200206,332.5,1095,30,1274,0,476,0,2,3,1,1,10425,30,1274,54.38,0.85,2.88,0.05,7,0.02,0.12,77.95,0.55,0,6.59,0.01,17732,5860849.79,0.27,1155,381755.1,0.02,6.51
2330,台積電       ,20200207,328,-4717,-145,62,0,584,0,1,-1,-1,2,-4717,-145,1336,60.19,0.38,2.98,0.03,2,0.01,0.12,77.93,0.55,0,6.59,0.01,17148,5631250.58,0.26,1154,378963.33,0.02,6.73
2330,台積電       ,20200210,327.5,-8306,-713,428,193,0,0,24,-2,-2,3,-13023,-858,1764,45.26,1.99,3.62,0.04,4,0.01,0.13,77.89,0.54,0,6.59,0.01,17341,5641609.96,0.27,1130,367626.97,0.02,6.52
2330,台積電       ,20200211,331.5,113,24,-211,765,0,0,51,1,1,-1,113,24,-211,54.92,0.4,1.65,0.08,10,0.03,0.12,77.89,0.54,0,6.59,0.01,18106,5999383.27,0.28,1079,357524.28,0.02,5.96
2330,台積電       ,20200212,335,5098,11,819,0,525,0,22,2,2,1,5211,35,819,50.13,0.35,2.63,0.04,6,0.02,0.16,77.9,0.54,0,6.59,0.01,17581,5886292.85,0.27,1057,353894.06,0.02,6.01
2330,台積電       ,20200213,335,2055,-366,-1019,0,798,45,0,3,-1,-1,7266,-366,-1019,52.41,1.05,3.04,0.04,3,0.01,0.1,77.91,0.54,0,6.59,0.01,16783,5642254.95,0.26,1102,370479.95,0.02,6.57
2330,台積電       ,20200214,335,-975,-80,-310,16,0,0,1,-1,-2,-2,-975,-446,-1329,67.34,0.23,2.25,0.02,0,0,0.08,77.91,0.54,0,6.59,0.01,16799,5642720.26,0.26,1101,369821.72,0.02,6.55
2330,台積電       ,20200217,331.5,-5521,-302,52,44,0,0,58,-2,-3,1,-6496,-748,52,51.07,0.97,2.79,0.04,0,0,0.07,77.88,0.54,0,6.59,0.01,16843,5585797.36,0.26,1043,345899.58,0.02,6.19
